sk_regiao,nm_logradouro,nu_logradouro,cd_cep,nm_bairro,nm_municipio,sg_uf,vl_latitude,vl_longitude
"BW%W2Y]0.F-&](UJHV<%H'",AVENIDA PACAEMBU,805,01234001,PACAEMBU,SAO PAULO,SP,"-23,5336262","-46,6614291"
"KYN$<PQL=5_'6J@71^F0T'",RUA GUAIANAZES,1245,80320240,PORTAO,CURITIBA,PR,"-25,4651726","-49,2934088"
"ABTX@QZ,DG]OP!,/@%TZZ*",RUA PADRE LEONARDO NUNES,440,81310415,VILA IZABEL,CURITIBA,PR,"-25,4696955","-49,3019901"
"I^`A`6.SEO_)7T`-C;`HP'",AVENIDA DO CONTORNO,6777,30110035,SANTO ANTONIO,BELO HORIZONTE,MG,"-19,9397988","-43,9408615"
F4<>_D8--*:(FJ.%?4+5!!,AVENIDA JABAQUARA,1459,04045000,JABAQUARA,SAO PAULO,SP,"-23,6171594","-46,6386675"
"PYZGHTC@7A+4>""CYYZ""=C$",SITIO SANTO ANTONIO,SN,18890000,CORREGO GRANDE,TAGUAI,SP,"-23,4536421","-49,4072136"
"KZG3S'Z247&5LE@&OGKSV)",RUA RENATO ARGOLO DE JESUS,445,45450000,2 DE JULHO,GANDU,BA,"-13,7440757","-39,484901"
"KXFU?8=;!#T%1;HC5T;\=,",RUA ESPERANTO,312,66615015,MARAMBAIA,BELEM,PA,"-1,405381","-48,4455991"
K:2/[\8FV-^TLL\^P>Q;F&,RUA TIBURCIO NEMESIO,156,57700000,CENTRO,VICOSA,AL,"-9,363378","-36,238616"
"J'CW!,-O#C$BQSA-DR*]%%",RUA JORGE TEODORO DE AZEVEDO,76,84970000,VILA GUAIRA,SANTANA DO ITARARE,PR,"-23,7566094","-49,6284213"
I`S*`3-U=5VK67TS]![0D&,RUA EZEQUIEL RAMOS,2,17010021,CENTRO,BAURU,SP,"-22,3214421","-49,0750903"
"N[#MHNMIG-7!9%R$""LN2V%",RUA PROFESSOR SANTANA MARQUES,161,68785000,CENTRO,COLARES,PA,"-0,9298444","-48,2875235"
"KL1/^]W_PV>JO1@XW[57,/",RODOVIA BR 470,85,89130000,BENEDITO INDAIAL,INDAIAL,SC,"-26,8724533","-49,2319362"
H_7U(2Z;CH\\89U@)Z8MJ),AVENIDA SENADOR PINHEIRO MACHADO,2840,97800000,CENTRO,SAO LUIZ GONZAGA,RS,"-28,4077243","-54,9558481"
I&5L&3%A_TI#G-N)WF8TI%,SETOR SEUP SUL EQ,710,70390108,ASA SUL,BRASILIA,DF,"-15,7942287","-47,8821658"
C[F@$$]+:0B3RC!SQT)\X(,RUA FABIO ELIAS PINTO AFONSO,0,72811370,ENGENHEIRO JOFRE PARADA,LUZIANIA,GO,"-16,2514682","-47,9178219"
"HD+$V[AR9MH\D!`RUUQ;N'",TRECHO MONTEIRO LOBATO,31,09710130,CENTRO,SAO BERNARDO DO CAMPO,SP,"-23,7301379","-46,5737195"
"AM!U`W#3'/1$PXDG3@@YH#",COMUNIDADE SAO DOMINGO I,0,69600000,0,SAO PAULO DE OLIVENCA,AM,"-3,454282","-68,800056"
NI\(!!0K^_62F/V39Y_WT(,RUA SAO LUIZ,1655,31035430,SAGRADA FAMILIA,BELO HORIZONTE,MG,"-19,9007475","-43,913388"
"GDAVZU1\LL(<\B,OV`UZ;&",RODOVIA BR 70,SN,78110798,ZONA RURAL,VARZEA GRANDE,MT,"-15,6421018","-56,1635607"
"DS'H9GXC:F8@$IR`?2I?8#",RUA COMPOSITOR ROSIL CAVALCANTI,420O,58075000,0,JOAO PESSOA,PB,"-7,1591492","-34,9005486"
"B,4?)5`&8?<V(F_6*/I^L#",RUA CAPITAO CARLOS HERINGER,230,36976970,CENTRO,ALTO JEQUITIBA,MG,"-20,4267378","-41,9644965"
"GG(8^5E_C_0XE[""`!)-Z4)",RUA SANTO EXPEDITO,223,09240425,VILA ALTO DE SANTO ANDRE,SANTO ANDRE,SP,"-23,631407","-46,5214828"
"KMOWGG?>SP@/:1%[85,W`$",RUA CORONEL JOSE PIRES DE ANDRADE,1186,04295001,VILA VERA,SAO PAULO,SP,"-23,6253256","-46,6028168"
"H>'>I1HO=U+2Y1>(^C_0<%",AVENIDA DJALMA BATISTA,1018,69050010,CHAPADA,MANAUS,AM,"-3,1082824","-60,0236697"
"HC7?)\/_%Q_<+%YFW0,#W)",AVENIDA DAS AMERICAS,700,22640100,BARRA DA TIJUCA,RIO DE JANEIRO,RJ,"-23,0078394","-43,441068"
"F$$99/C4IQ""><IKU.A#,G#",RUA OTACILIO CAMARA,520,96077670,AREAL,PELOTAS,RS,"-31,7578015","-52,3254099"
P-R>Z>_@]MG)/ST+5@;.>$,RUA JONATHAS DE VASCONCELOS,316,51021140,BOA VIAGEM,RECIFE,PE,"-8,123581","-34,907771"
"A;P^^/<-01`N?+"""";W!/?$",RUA ANITA GARIBALDI,1570,90480200,BOA VISTA,PORTO ALEGRE,RS,"-30,0246008","-51,1801961"
"G@%HUQ#J)Z')%B=;XTQ5-*",RUA DO MANGANES,113,13466705,VILA BIASI,AMERICANA,SP,"-22,757851","-47,3287135"
"K&6):W/;/NOD_R,"",X;2>.",RUA COZO TAGUCHI,169,15370000,PRACA DA BANDEIRA,PEREIRA BARRETO,SP,"-20,6293296","-51,1043365"
"H)ILO2[5C26M""GHKQH*=_)",AVENIDA ANACE,390,05755090,JARDIM UMARIZAL,SAO PAULO,SP,"-23,6202197","-46,7568171"
A73<Y>]IH-IS`GWK2TY56*,AVENIDA JULIO BUONO,2501,02201000,VILA GUSTAVO,SAO PAULO,SP,"-23,4803659","-46,5860895"
"CA])!;)Q\F9J&JQR!+J7H,",AVENIDA MUIRAQUITA,141,68010130,INTERVENTORIA,SANTAREM,PA,"-2,4411315","-54,694638"
A0&S$]*FDN\WO.?0#SV1N.,RUA DOUTOR CELSO RAMALHO,89,59022330,LAGOA SECA,NATAL,RN,"-5,8097557","-35,21025"
GU?`#W61XN\BE.JZ;R%<N&,RUA CHIQUINHO DA QUITA,1018,35640000,VOLTA DO BREJO,POMPEU,MG,"-19,2190124","-44,9874517"
L_LH(8[VV_>\2-:.CVTAT*,AVENIDA ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA,4430,05564100,JARDIM EDUCANDARIO,SAO PAULO,SP,"-23,5898525","-46,7703362"
"I\M><6_O453L]1;_PN,6T$",RUA 4,SN,74475298,SETOR ESTRELA DALVA,GOIANIA,GO,"-16,6820329","-49,266333"
"D,T#&F_8X&%#(OUNN*;@`.",RUA CONDE DE PORTO ALEGRE,99,96400281,CENTRO,BAGE,RS,"-31,3367642","-54,105991"
"I6N@W=4O.A""S*XE+<0203!",SAUS QUADRA 4 BLOCO L,0,70070922,ASA SUL,BRASILIA,DF,"-15,8030459","-47,8820414"
K&^4H.E)2_F&S[I3A?XMT$,LAD EUSTAQUIO GOMES DE MELO,SN,57072360,CENTRO,MACEIO,AL,"-9,6647845","-35,7348868"
AX]2_V__#<&J[:*WV0KKG),RUA DOMICIANO RIBEIRO,432,02565090,CASA VERDE ALTA,SAO PAULO,SP,"-23,4851092","-46,6702319"
CED#EQN+>9FX6TM`EN*&5*,RUA DA VITORIA,2A,65041100,VILA ITAMAR,SAO LUIS,MA,"-2,5189234","-44,2178951"
"H6]^Z$&E?-?'W?[3UXR8V'",RUA CELSO TOZZO,443,89819000,CENTRO,CORDILHEIRA ALTA,SC,"-26,9839111","-52,5998085"
"HL:A'61E0M\L#+GM!R:0N.",RUA 5 DE SETEMBRO,SN,69800000,CENTRO,HUMAITA,AM,"-7,5061665","-63,0271717"
"HB'`CPG03GJ'OZ/O5S""R*!",RUA FREDERICO LEMOS,963,77500000,CENTRO,PORTO NACIONAL,TO,"-10,7053294","-48,4165398"
"P+G(V8.\'B=L,)WP#?:4#%",AVENIDA CONS ROSA E SILVA,1519,52020220,AFLITOS,RECIFE,PE,"-8,0386931","-34,900205"
AU<LD2>QIW]70E5J?S4Z.-,AVENIDA GUARARAPES,272,44900000,SAO JOSE II,IRECE,BA,"-11,3041791","-41,8405613"
"KWZB?8A/+)/,[D>ALVI*1%",RUA JUDITH MARCHARETI,682,16058703,J TV,ARACATUBA,SP,"-21,2028539","-50,4536793"
"C6,KT*NN`IDT_(>'X5J')$",RUA RUBENS CHUERI GURGEL,1147,18480000,CENTRO,ITAPORANGA,SP,"-23,7047572","-49,4823246"
"GT,>98.68B\I*`#@!K#/S)",SITIO DO LOURENCO,SN,18540000,GRAMADINHO,PORTO FELIZ,SP,"-23,2248099","-47,4882762"
"P.2Q=#4/%#5V]*?6^""3HM#",RUA PEDRO ALVARES CABRAL,823,26525051,CENTRO,NILOPOLIS,RJ,"-22,8097894","-43,4241473"
H[3M&_!K]KW)F1=D.%O[+!,RUA PROFESSORA ALAYDE TOLEDO GARLIPP,198,13046370,JARDIM ESMERALDINA,CAMPINAS,SP,"-22,9099384","-47,0626332"
BX3K)^KH8M`*TLA$E85@N-,RUA DOUTOR ALBUQUERQUE LINS,849,01230001,SANTA CECILIA,SAO PAULO,SP,"-23,5373226","-46,6573624"
D!:N_4;?2P%>&=()L5^[0),RUA AZILIO ANTONIO DO PRADO,1595,15300000,CENTRO,GENERAL SALGADO,SP,"-20,6463253","-50,3717053"
EN%IVKJ&Q)D8=F8HFLI!A-,RUA MORRO STRASSMANN,1508,89107000,TESTO REGA,POMERODE,SC,"-26,6789999","-49,1421711"
I`^35E704<9OJ^]WSMTY7#,RUA PADRE REUS,1105,93800036,CENTRO,SAPIRANGA,RS,"-29,6404763","-51,012724"
"A4M'1`)!QCE=)F*JL[D_5.",TRAVESSA TRINTA E UM DE MARCO,46,44572470,ANDAIA,SANTO ANTONIO DE JESUS,BA,"-12,9694894","-39,2693905"
"IMA-H%23Z)32Q7:F""%@210",POVOADO MARRUAS,SN,57320000,ZONA RURAL,CRAIBAS,AL,"-9,617722","-36,7666657"
"LU=(W4X)$*`5@2""VY6L4A*",RUA CEREJEIRA,275,78360000,JARDIM ALVORADA,CAMPO NOVO DO PARECIS,MT,"-13,6453592","-57,8912048"
"BSXP!]CA,.:""(-DZ)N**F/",ACESSO POVOADO BARREIRINHO,SN,46900000,ZONA RURAL,SEABRA,BA,"-12,4175067","-41,7692236"
"PZ]7V_0R$!TT<?G3""6%0+-",RUA CIPRIANO ROMANO DA SILVA,19,18890000,CENTRO,TAGUAI,SP,"-23,4507806","-49,4034954"
"H.'\3IKLNZ_9\NS:;V+4-0",RUA LAURA GIL DE SOUZA,63,39874000,NOVO CRUZEIRO,SANTA HELENA DE MINAS,MG,"-16,9383501","-40,683741"
"B?B5HVZHBI2ZK5'+'/[*I-",RUA PIUNA,3825,87501050,ZONA I,UMUARAMA,PR,"-23,762746","-53,316744"
"KOETDN]=SU',7*'GHJP&<*",AVENIDA CAVALHADA,6021,91751830,CAVALHADA,PORTO ALEGRE,RS,"-30,1275304","-51,2230307"
"EM@#=:@U5O'BP!!U[\CEP#",RUA VEREADOR FRANCISCO L CAVALCANTI,220,58064280,VALENTINA,JOAO PESSOA,PB,"-7,1983138","-34,8389781"
"BRN,7D5%E)$.?SUS>A@""A%",RUA DAS ANTILHAS,373,06409070,JARDIM CALIFORNIA,BARUERI,SP,"-23,49717","-46,8959866"
"E0WP[T#Z'>X)$J`?BI@):!",RUA ANTONIO DE SOUZA BRITO,150,69510000,CENTRO,ITAMARATI,AM,"-5,1329127","-61,7394235"
F6Q%WY@-27L#C?@MBJTN6#,RUA DOUTOR PENA,26,36202340,SAO SEBASTIAO,BARBACENA,MG,"-21,2177503","-43,7729141"
M\2DXBBP[=B&:LR$ER;3Z%,RUA MARINGA,1005,08574310,VILA URSULINA,ITAQUAQUECETUBA,SP,"-23,5037654","-46,3589826"
"C'HHWI`/([@""YU^I""&%JO.",AVENIDA CEARA,1068,69900088,CENTRO,RIO BRANCO,AC,"-9,9605439","-67,8521666"
"BLT_YG'V[1T3\Y[*G^A""?/",AREA HIPODROMO DR OTTO ALENCAR,SN,46800000,SEDE,RUY BARBOSA,BA,"-12,2837758","-40,4915946"
"I$9:>\`')?,BW!5M;+5KL'",RUA TOCANTINS,456,95050340,JARDIM AMERICA,CAXIAS DO SUL,RS,"-29,1565627","-51,1699605"
"I0#Q99*'45XO`MG0N9+-$!",RUA REDELVIM ANDRADE,564,39100000,CENTRO,DIAMANTINA,MG,"-18,2474542","-43,6012135"
"B7*?#,X_U7N:]=:-/;6_V#",RUA DESEMBARGADOR ALBERTO LUZ,164,37410970,CENTRO,TRES CORACOES,MG,"-21,692578","-45,2515461"
D(JPAN-`5J*PJE\\94<#I#,TRAVESSA CRAVINHOS,6,08563210,JARDIM ESTELA,POA,SP,"-23,531003","-46,3504628"
"H_Y,)9QM%U_0#D;Z"";Y!<0",RUA DOS ALVES PINTO,41,39387000,CENTRO,FRANCISCO DUMONT,MG,"-17,3117957","-44,2280715"
E(ELI(/^YTL``<JT1J3S9/,RUA JUVENAL ALVES VILELA,27,34800000,JOSE BRANDAO,CAETE,MG,"-19,8811043","-43,6715585"
"E-D""S&[[F'.2W4[DRRK[B)",RUA F,7,49060010,D I A,ARACAJU,SE,"-10,8923526","-37,0929947"
"EQRP:GNC*Y16@_@.$XW>M,",AVENIDA MACAPA,485,35164253,VENEZA,IPATINGA,MG,"-19,4673202","-42,532791"
"CKE)N#B:L'BI]#9W+1)WB,",RUA PROJETADA II,1183,65400000,CONJUNTO LEA ARCHER,CODO,MA,"-4,4605557","-43,88945"
"A$G0?`8QV,P>#>AT0V.WS-",RUA DOUTOR PEDRO RANGEL,88,88304430,SAO JOAO,ITAJAI,SC,"-26,9014152","-48,6781342"
"MI,<]`WE#^[9%U6.;5V/R!",RUA AFONSO PENA,28,65415000,CENTRO,COROATA,MA,"-4,1283394","-44,130317"
"K\/=""($/N@4C5VXWA.#[L!",RUA JOSE VICENTE DE BARROS,1360,12061000,PARQUE SANTO ANTONIO,TAUBATE,SP,"-23,00731","-45,554694"
"P<P),L^9H<,7B8UI**QQ'!",RUA VICENTE JOSE LUCAS,258,38980000,CENTRO,TAPIRAI,MG,"-19,8828411","-46,0178574"
HE9D/A31\=`Q6Y#AAY%>:#,RUA AFRICA DO SUL,123,59147618,VIDA NOVA,PARNAMIRIM,RN,"-5,905186","-35,270369"
"D'D_^$_O-5L^?`=4.J0:$$",RUA PROFA ANA ZARRUDA,307,18050160,JARDIM VERA CRUZ,SOROCABA,SP,"-23,5134888","-47,4933042"
"HX:?AY4O;`5""CSZ6T(Z_D'",SIA TRECHO 4,SN,70310500,SETOR INDUST ABASTECIM,BRASILIA,DF,"-15,801519","-47,860297"
C[LG1PO;XD)`O#U3T2Z]5!,AVENIDA RIO DE JANEIRO,2964,76890000,SETOR DOIS,JARU,RO,"-10,4407275","-62,4670777"
"H?7K'#RU-8UF$\&Y8;J`F&",RUA MINISTRO ABNER VASCONCELOS,489,60000000,AGUA FRIA,FORTALEZA,CE,"-3,7937009","-38,4792034"
"CI`YWIZC1BA,C>%ZJFF=#(",AVENIDA CAPITAO EUGENIO GABRIEL,442,18740000,LOT D CARMELIA,TAQUARITUBA,SP,"-23,5427236","-49,2486727"
"ES)\:%=T[""L[WD*'V=),++",RUA JOSE A CASTELO BRANCO,16,08210040,VILA ROMANA,SAO PAULO,SP,"-23,5348552","-46,6997935"
"AXGM9A3F:N2-IIT&]%)<.,",AVENIDA ARTHUR FORATINE,530,35052037,N S DAS GRACAS,GOVERNADOR VALADARES,MG,"-18,844017","-41,9473179"
"J<1]CC2)<7-'6JU]=QM_F""",AVENIDA NILO PECANHA,364,25025000,PARQUE LAFAIETE,DUQUE DE CAXIAS,RJ,"-22,7866001","-43,3145076"
"FGH6Y%FS`0&O:TE7:'#_X'",RUA 25 DE JULHO,280,91030270,PASSO DA AREIA,PORTO ALEGRE,RS,"-30,0058149","-51,1827271"
GG&B8L$\Z0A$MYXA3VXZH/,RUA ACRE,47,20081000,CENTRO,RIO DE JANEIRO,RJ,"-22,8989893","-43,1812399"
"J`%=+-^1-OQGP%;RA`AP0""",RUA BENEDITO COELHO NETTO,63,08210040,ITAQUERA,SAO PAULO,SP,"-23,5483481","-46,4611143"
H4+MB1\48&TIO0H9LSD3P!,LOCALIDADE RODOVIA CORNELIO PIRES,SN,18530000,VISTA REDONDA,TIETE,SP,"-23,0808171","-47,7219933"
"J_`X[DZ9""5H[`WC&SJ4@$%",RUA AURORA,535,16200113,CENTRO,BIRIGUI,SP,"-21,2994315","-50,3429126"
"A#)_@6'YU=A])OH'*VC6J""",AVENIDA SAGRADA FAMILIA,SN,98805000,HORTENCIA,SANTO ANGELO,RS,"-28,294821","-54,2414315"
"P'=/L%]""=%Q0W;UGQAS#`'",RUA SANTA CRUZ,75,29122310,GLORIA,VILA VELHA,ES,"-20,3370115","-40,3059393"
"MZ8+8*]*Z&N%^`U%@?F<0""",RUA CIDADE DO RIACHAO,SN,65980000,CENTRO,CAROLINA,MA,"-7,332215","-47,4688039"
"CC#3""8V&]ZHE)S*GO,Q2=)",ESTRADA DE ITAVUVU,SN,18017013,BAIRRO DE ITAVUVU,SOROCABA,SP,"-23,4585519","-47,48008"
"CW""V?9A!F'WWBI""L&O&UR,",RUA G,1,91220580,VL NOVA SANTA ROSA,PORTO ALEGRE,RS,"-29,9890782","-51,1948151"
"JLK(Q3M`/<DG6MM4]:G^''",RUA CORONEL JOSE INACIO,12,37550000,CENTRO,POUSO ALEGRE,MG,"-22,2319862","-45,938364"
"L=1]>A_""@*W/""4B_\*P!1/",RUA BARAO DE ITAMARACA,36,52020070,ESPINHEIRO,RECIFE,PE,"-8,0427477","-34,8944242"
"IAHO9.<;.R[;T+'6Y_D""W""",RUA ANDIRA,1603,61600000,PARQUE POTIRA,CAUCAIA,CE,"-3,7510258","-38,629891"
"H0J'02CI)?9V0>\B%SCR\!",AVENIDA LUIZ PEQUINI,1489,09780250,SANTA TEREZINHA,SAO BERNARDO DO CAMPO,SP,"-23,7112684","-46,5301728"
"M3'W,\$[""],6*C6=/_6'""/",RUA CINCO,SN,24800000,MANILHAS,ITABORAI,RJ,"-22,6848223","-42,8144356"
"C/(""Y'I'A;6S2,,?.V(\G-",RUA BUENOS AIRES,84,20070022,CENTRO,RIO DE JANEIRO,RJ,"-22,9028437","-43,1793952"
"IF""@C8MI[+1RB0%*DZGC#'",RUA DOS TIMBIRAS,502,01000000,SANTA EFIGENIA,SAO PAULO,SP,"-23,5413081","-46,6407848"
"P/4F;<4'AM.-]8!'B""*>.%",RUA 7 DE SETEMBRO,758,17250000,CENTRO,BARIRI,SP,"-22,0729024","-48,7434242"
PJ!/ITF8`+0>!J1[IR>US%,RUA DOUTOR FRANCISCO DE BARROS,231,36770022,CENTRO,CATAGUASES,MG,"-21,390039","-42,696098"
"GNZ=TDU&8/'6]X!,Q+KD()",RUA GOIAS,304,35502027,IPIRANGA,DIVINOPOLIS,MG,"-20,1464408","-44,8885631"
CS1UJ`)5C7=(WACX3@)RF.,RUA IRMAOS D ANGELO,99,25685330,CENTRO,PETROPOLIS,RJ,"-22,5089633","-43,1768613"
"IV]L""Z=8O:6GJG270=2=5&",RUA LIBERATO BARROSO,307,60030160,CENTRO,FORTALEZA,CE,"-3,7273203","-38,5306034"
"EJZJ.B.7=DE<`*""$,)@I5.",RUA ANTONIO CARLOS,70,35430375,CENTRO,PONTE NOVA,MG,"-20,4164011","-42,9076702"
OV`ZM!@NJSK<N$K_THNF)&,AVENIDA CAMPOS SALLES,571,86720970,CENTRO,SABAUDIA,PR,"-23,3211249","-51,5556308"
D^(?.[:#9G`RML<J[C`XJ$,AVENIDA NORTE SUL,611,45821050,CENTRO,EUNAPOLIS,BA,"-16,3658411","-39,5867529"
"J\][;1\!)EQG<TWFEYS<H""",AVENIDA AFONSO PENA,1617,38400708,NOSSA SENHORA APARECIDA,UBERLANDIA,MG,"-18,909571","-48,2714809"
"DP(`&=:!9JMORW<?AM/79'",RUA 15 DE NOVEMBRO,1859,15490000,CENTRO,PAULO DE FARIA,SP,"-20,0300881","-49,3948811"
"I-,BN]S,#`.X-S`(%[_AT.",AVENIDA SANTOS DUMONT,178,14708028,JARDIM AEROPORTO,BEBEDOURO,SP,"-20,9291067","-48,4974015"
"IZ]S:>""J8:*%B^::K:295!",RUA GOVERNADOR PDE TOLEDO,329,18500000,CENTRO,LARANJAL PAULISTA,SP,"-23,0531327","-47,8343726"
"M&KOA9DQN/+!'5'V,@(D($",RUA NOVA,SN,55900000,CENTRO,GOIANA,PE,"-7,5571054","-35,0043021"
"GX^160=795B,*X'FF%=)D/",RUA RIO GRANDE DO SUL,937,37701001,CENTRO,POCOS DE CALDAS,MG,"-21,7867988","-46,5646653"
"G^9MS#)U'O""_Y<XGN4F^@'",RUA BENEDITO PEREIRA,152,05138120,JARDIM LIBANO,SAO PAULO,SP,"-23,486489","-46,7346055"
"AXA;FY/D<H46H#D??'P]J'",RUA SERGIO FERNANDES PEREIRA,72,88704501,HUMAITA,TUBARAO,SC,"-28,4673317","-49,0074515"
E;&C$NJAWMZE0*[FK!`>..,FAZENDA SAO JOAO,SN,15885000,SAO JOAO,NOVAIS,SP,"-20,9961946","-48,9183822"
G+JC:9N;?3XSWUB4R8#PQ!,RUA ITAPECHINGA,504,12919514,SANTA LUZIA,BRAGANCA PAULISTA,SP,"-22,9699366","-46,5523175"
"O!3,QN$[,X/PT8Y,%&XBN#",SITIO SANTA LUZIA,SN,16270000,CAXIMBA,GLICERIO,SP,"-21,3473014","-50,2038438"
"MIQ\/\40YC['V6@&TV-NU/",SITIO CACHOEIRA,SN,19750000,ZONA RURAL,LUTECIA,SP,"-22,3388538","-50,39448"
"H_E_Y]=U_/0U-^PG))?O8""",SITIO ESTRADA DA CRUZ GRANDE,4376,13290000,BAIRRO SANTO ANTONIO,LOUVEIRA,SP,"-23,1020339","-46,9807846"
"K]Z5*`5=+%:;-2J+[P`""0#",RUA PROFESSOR DOUTOR SERGIO MANOEL MORETTI VIEIRA,182,16012503,CONJUNTO HABITACIONAL HILDA MANDARINO,ARACATUBA,SP,"-21,2117252","-50,4048278"
"K7=NS=Y:#/7@KQ,8_#PL(%",ESTRADA DO,40,67120520,COQUEIRO,ANANINDEUA,PA,"-1,3503075","-48,4191574"
"J%/'3$I80[.CDSM\QPPW/""",RUA TRINO FABRI,205,36047020,BANDEIRANTES,JUIZ DE FORA,MG,"-21,7257359","-43,3580282"
O1J;>5V:(&O%R[4#JJ6:@+,TRECHO MANTIQUEIRA,500A,39625000,BEIRA MAR,ITAOBIM,MG,"-16,556989","-41,5079266"
GY;;G!/0ZULB5WR+I<$<L&,AVENIDA LUCIANO MAGALHAES,950,62700000,SANTA LUZIA,CANINDE,CE,"-4,3473564","-39,3171749"
KP6Y_HVW@!FTU6)T<FV<K!,QR 120 CONJUNTO F,SN,72546381,SANTA MARIA,BRASILIA,DF,"-15,801519","-47,860297"
"MY]=H[KS#&`EE;*C6N)'P*",AVENIDA CONSELHEIRO ZACARIAS,88,40445080,MARES,SALVADOR,BA,"-12,9379388","-38,5031774"
"HJ#5,Q9:U?&GF<G>:0+P,""",AVENIDA ELIAS TARRAF,1190,15046010,DOM LAFAIETE,SAO JOSE DO RIO PRETO,SP,"-20,7769817","-49,393955"
"LG>8A^CG;'\2?+2DJ@7N""#",RUA EUGENIO PORTELA,73,88117010,BARREIROS,SAO JOSE,SC,"-27,5883557","-48,6127508"
"PK5%@R7+$F96:RRO6=J+H,",RUA RODOLFO PAIXAO,257,38440122,CENTRO,ARAGUARI,MG,"-18,6508692","-48,1916858"
K-3_#E6(X2_3Q4:IP[]5/#,RUA CAPITAO GUSTAVO,3142,60120140,JOAQUIM TAVORA,FORTALEZA,CE,"-3,7485755","-38,5179984"
"L)]R//OW7:'81A;Y,B;!E#",RUA NOSSA SENHORA APARECIDA,10,53510080,CAETES VELHO,ABREU E LIMA,PE,"-7,905732","-34,9019509"
"CGVP9WX&6\:G&`<SD#?N/'",RUA ODETE ARRAIS,1,64660000,CENTRO,PIO IX,PI,"-6,84773","-40,5836128"
B>O<N&T:=])72F%7CQ+02!,RUA CONSELHEIRO ANTONIO,231,13474440,ANTONIO ZANAGA II,AMERICANA,SP,"-22,7074375","-47,2973563"
"F-]M=/=8XN-(I]'43Y26^+",AVENIDA ANTONIO PRADO,2485,14460000,CENTRO,CRISTAIS PAULISTA,SP,"-20,3990095","-47,4278189"
"OA&2CA4F!(O=*AK:5,1WR$",RUA 2,SN,73830000,LOTEAMENTO PALMARES,MONTE ALEGRE DE GOIAS,GO,"-13,2556438","-46,8932359"
"L=^LH&$,HT5Q\?V:^8=^I""",RUA ENGENHEIRO VILLARES DA SILVA,699,08215320,ITAQUERA,SAO PAULO,SP,"-23,5376819","-46,4462717"
GTQS/2>L1[93\MP-Y+\\_%,RUA CANDEL,570,07171430,JARDIM PRESIDENTE DUTRA,GUARULHOS,SP,"-23,4178164","-46,4391119"
"I>*%Y'Q[/\>#D9=A[U[_/.",RUA JOSE ESCAGION,42,18520000,SAO FRANCISCO,CERQUILHO,SP,"-23,1638637","-47,7605315"
"P64),C+\=.A[U?$`4)B16(",TRAVESSA EPITACIO CAFETEIRA,158,65076130,SAO FRANCISCO,SAO LUIS,MA,"-2,5693403","-44,2310381"
J&V/%>7F?3_FU<LT_NE]A*,PRACA ZACARIAS,58,80020080,CENTRO,CURITIBA,PR,"-25,432115","-49,2728229"
P8SV.OD(%3:3]S9XDH<B1&,RUA SAO BENTINHO,38,15035320,GONZAGA DE CAMPOS,SAO JOSE DO RIO PRETO,SP,"-20,8106991","-49,4265375"
P*<71SC/><E@#@9!Y[XV7(,AVENIDA EDSON,368,24430380,QUINTO,SAO GONCALO,RJ,"-22,8676092","-43,0404242"
"M6\^9R@V""K*;9Q!#&$6V[*",RUA VE JOAO,23,64450000,CENTRO,MONSENHOR GIL,PI,"-5,5541718","-42,6104246"
"D`ZYJ_T*(ES`""Z2T#$;6('",RUA BARBARA HELIODORA,885,35010040,CENTRO,GOVERNADOR VALADARES,MG,"-18,8574026","-41,9490726"
"H5>+=1J?CO6^@W9K'1'J@.",AVENIDA SENADOR FLAQUER,555,09725442,VILA EUCLIDES,SAO BERNARDO DO CAMPO,SP,"-23,6977619","-46,5593019"
"L?=XS0T<+KA[+)=0'V3KK-",RODOVIA ANTONIO HEIL,635,88352288,SANTA TEREZINHA,BRUSQUE,SC,"-27,078743","-48,8897776"
N5T+=;MG5B<=:G?X88O3S!,AVENIDA EUCLIDES PAES MENDONCA,157,49560000,CENTRO,MOITA BONITA,SE,"-10,5812556","-37,3431792"
"M8Q^0MIM/TE9G""TTEV`YI.",AVENIDA SANTA RITA,3802,92480970,CALIFORNIA,NOVA SANTA RITA,RS,"-29,8496245","-51,273194"
"M)[\W*`N^;$A>""F0T;@W'/",RUA KARL JOSEPH HOFFMAN,1,84178275,CANTAGALO,CASTRO,PR,"-24,8156183","-49,9985203"
"A6Z3""%U""""QIY&D3Q4%M%7&",0,0,0,0,Estado Nao Informado,Estado Nao Informado,"-4,4605557","-43,88945"
"K&ZOD7Y:>/=,P/&[V*+NH$",RUA RAUL VEIGA,SN,25056120,JARDIM GRAMACHO,DUQUE DE CAXIAS,RJ,"-22,7613052","-43,2809546"
"B8_\Z[""E4J(1DXFYPTT+)'",TRAVESSA TERCEIRA TRAVESSA PAULO SILVA,42,48120000,POJUCA NOVA,POJUCA,BA,"-12,4308263","-38,3281873"
PM>^LYG(Q]F8S3>K/<:7B-,FAZENDA SANTA MARGARIDA,8A,59240000,ZONA RURAL,TANGARA,RN,"-6,1968905","-35,7992094"
"KV=RD2K%+""-^%F'?\MY"";*",AVENIDA DOIS,354,38500000,CARMO,MONTE CARMELO,MG,"-18,7499905","-47,473634"
