chave_fato,flag_matriz,dt_abertura,nm_razao_social,cd_natureza_juridica,de_natureza_juridica,nm_logradouro,nu_logradouro,cd_cep,nm_bairro,nm_municipio,sg_uf,de_situacao,de_classif_natureza_juridica,vl_latitude,vl_longitude,qt_filial,de_saude_tributaria,de_nivel_atividade,registro_antt,flag_optante_simples,flag_optante_simei
1414938000110,SIM,9/3/1996,ASSOCIACAO RIOVERDENSE DE ARBITROS DE FUTEBOL AMADOR,3999,ASSOCIACAO PRIVADA,RUA PIAUI,71,75904220,SETOR PAUSANES,RIO VERDE,GO,ATIVA,PRIVADO,"-17,7737434","-50,9185311",,AZUL,ALTA,NÃƒO,NÃƒO,NÃƒO
8853190000100,SIM,5/29/2007,EMPREITEIRA OLIVEIRA SACRAMENTO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA SILVA JARDIM,12,38190000,BELA VISTA I,SACRAMENTO,MG,ATIVA,PRIVADO,"-19,8650272","-47,4437428",,VERDE,ALTA,NÃƒO,NÃƒO,NÃƒO
8531281000110,SIM,12/7/2006,ALUME REPRESENTACOES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA JOAQUIM NABUCO,510,90050340,CIDADE BAIXA,PORTO ALEGRE,RS,ATIVA,PRIVADO,"-30,042885","-51,2233431",,AZUL,MEDIA,NÃƒO,NÃƒO,NÃƒO
15566177000470,NÃƒO,4/13/1999,A ALVES CORREA NETO,4014,EMPRESA INDIVIDUAL IMOBILIARIA,RUA TIRADENTES,486,79260000,CENTRO,BELA VISTA,MS,ATIVA,PRIVADO,"-22,1044459","-56,5305369",,VERDE,MEDIA,NÃƒO,NÃƒO,NÃƒO
14142629000180,SIM,8/17/2011,DROGARIA ORLANDO RIJO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA 210,237,74535280,SETOR COIMBRA,GOIANIA,GO,ATIVA,PRIVADO,"-16,675984","-49,2850978",1.0,AZUL,ALTA,NÃƒO,NÃƒO,NÃƒO
3232271000160,SIM,6/16/1999,GILBERTO DE A MELO TRANSPORTE ME,2135,EMPRESARIO INDIVIDUAL,RUA NORMA,312,06653360,DONA NAIR C NUNES,ITAPEVI,SP,ATIVA,PRIVADO,"-23,5449736","-46,9242985",,AZUL,MEDIA,NÃƒO,NÃƒO,NÃƒO
8677861000110,SIM,3/5/2007,PARTIDO TRABALHISTA CRISTAO PTC DO ESTADO DE MATO GROSSO DO SUL,3263,ORGAO DE DIRECAO REGIONAL DE PARTIDO POLITICO,AVENIDA MATO GROSSO,1849,79020200,CENTRO,CAMPO GRANDE,MS,ATIVA,PUBLICO,"-20,4532531","-54,6026625",,AMARELO,MEDIA,NÃƒO,NÃƒO,NÃƒO
7605225000110,SIM,9/27/2005,VAM ADMINISTRADORA DE IMOVEIS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA MARCOLINO MARTINS CABRAL,,88705000,VILA MOEMA,TUBARAO,SC,ATIVA,PRIVADO,"-28,4767807","-48,9968001",,AZUL,MEDIA,NÃƒO,NÃƒO,NÃƒO
2088916000170,SIM,9/3/1997,FAL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA 11,SN,75257197,POLO EMPRESARIAL NOVA CANAA,SENADOR CANEDO,GO,ATIVA,PRIVADO,"-16,6955191","-49,1016315",,VERDE,ALTA,NÃƒO,SIM,NÃƒO
7539692000190,SIM,7/21/2005,ANA PAULA BASTOS DESTRO ME,2135,EMPRESARIO INDIVIDUAL,PRACA BENEDITO VALADARES,44A,36970000,ROQUE,MANHUMIRIM,MG,ATIVA,PRIVADO,"-20,3596647","-41,95889",,AMARELO,ALTA,NÃƒO,SIM,NÃƒO
14583367000190,SIM,10/17/2011,AURORA II PROMOTORA DE VENDAS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA CORIOLANO,864,05047000,VILA ROMANA,SAO PAULO,SP,ATIVA,PRIVADO,"-23,5259484","-46,6938856",,LARANJA,MEDIA,NÃƒO,SIM,NÃƒO
10020687000180,SIM,7/9/2008,ELEICAO 2008 NELZA MARIA SAVINO LICHY VEREADOR,4090,CANDIDATO A CARGO POLITICO ELETIVO,RUA BELEM DO PARA,44,13845220,IMOVEL PEDREGULHAL,MOGI GUACU,SP,BAIXADA,PRIVADO,"-22,3645028","-46,9470741",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
27481811000370,NÃƒO,6/29/1981,ELETROGAS COMERCIO E REPRESENTACOES LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA FRANCISCO L DE AGUIAR,37,29300908,,CACHOEIRO DE ITAPEMIRIM,ES,BAIXADA,PRIVADO,"-20,8520662","-41,1148873",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
24603821000180,SIM,6/22/1988,ILMA DE SOUZA MEDEIROS,2135,EMPRESARIO INDIVIDUAL,RUA PIRACICABA,22,79110011,SOBRINHO,CAMPO GRANDE,MS,BAIXADA,PRIVADO,"-20,458522","-54,6341487",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
75719724000270,NÃƒO,8/7/1980,ARIETA UTILIDADES DOMESTICAS EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA MAJOR BARBOSA,574,86390000,CENTRO,CAMBARA,PR,BAIXADA,PRIVADO,"-23,0406233","-50,076226",,,INATIVA,NÃƒO,SIM,NÃƒO
46384111002860,NÃƒO,3/23/1982,SAO PAULO SECRETARIA DA EDUCACAO,1023,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL,AVENIDA DOS AUTONOMISTAS,2606,06090904,CENTRO,OSASCO,SP,BAIXADA,PUBLICO,"-23,5373701","-46,7778597",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
48991921000270,NÃƒO,3/18/1977,PORTO PECAS EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA MONSENHOR SECKLER,1477,18540000,JARDIM BORBA GATO,PORTO FELIZ,SP,BAIXADA,PRIVADO,"-23,2130057","-47,5070092",,,INATIVA,NÃƒO,SIM,NÃƒO
26647149000150,SIM,6/26/1990,AVISAN COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA HONORATO DE CARVALHO,1601,75801701,CENTRO,JATAI,GO,BAIXADA,PRIVADO,"-17,8851112","-51,7256772",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
95866166000100,SIM,3/19/1993,RESTAURANTE E PIZZARIA LA CASCINA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA DOUTOR MARINHO LOBO,66,89201020,CENTRO,JOINVILLE,SC,BAIXADA,PRIVADO,"-26,3047837","-48,8446249",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
87530804000180,SIM,6/19/1981,HELMUTH RICHTER,2135,EMPRESARIO INDIVIDUAL,AVENIDA ASPIRANTE JENNER,146,99074360,LUCAS ARAUJO,PASSO FUNDO,RS,BAIXADA,PRIVADO,"-28,2647187","-52,3802099",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
84048388000190,SIM,4/22/1994,CONDUGEL COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA GENERAL ATAIDE TEIVE,5285,69312242,ASA BRANCA,BOA VISTA,RR,BAIXADA,PRIVADO,"2,817479","-60,7275204",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
90520834000110,SIM,11/14/1985,BAR CHOPP GUADALAJARA LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA PRESIDENTE ROOSEVELT,1415,90230002,SAO GERALDO,PORTO ALEGRE,RS,BAIXADA,PRIVADO,"-30,0121159","-51,2045145",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
90941360000180,SIM,4/24/1980,LUIZ CLEMENTE MAINERI ME,2135,EMPRESARIO INDIVIDUAL,RUA DOUTOR EDUARDO CHARTIER,360,90020015,PASSO DA AREIA,PORTO ALEGRE,RS,BAIXADA,PRIVADO,"-30,0115882","-51,18019",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
82745381000100,SIM,10/31/1990,DECASTRO CORRETORA DE SEGUROS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA RIO BRANCO,159,88015201,CENTRO,FLORIANOPOLIS,SC,BAIXADA,PRIVADO,"-27,5923764","-48,5566927",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
91244830000110,SIM,10/7/1986,ELJU REPRESENTACOES LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA VOLUNTARIOS DA PATRIA,9,90030000,CENTRO,PORTO ALEGRE,RS,BAIXADA,PRIVADO,"-30,027751","-51,226469",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
93337418000170,SIM,4/3/1990,OLGA LUCIA ROHRIG HENRICH,2135,EMPRESARIO INDIVIDUAL,RUA OSWALDO SCHAEFFER,SN,95890000,CANABARRO,TEUTONIA,RS,BAIXADA,PRIVADO,"-29,5043021","-51,7984075",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
83523852000190,SIM,5/28/1980,RENATO PEDRO DILL,2135,EMPRESARIO INDIVIDUAL,VIL TUNAS,SN,89896000,TUNAS,ITAPIRANGA,SC,BAIXADA,PRIVADO,"-27,1698985","-53,7108335",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
75562124000160,SIM,10/14/1981,J GOMES,2135,EMPRESARIO INDIVIDUAL,RUA JOAQUIM NABUCO,560,88802200,CENTRO,CRICIUMA,SC,BAIXADA,PRIVADO,"-28,6844579","-49,3720295",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
89423404000100,SIM,9/9/1966,ETELVINO POLETTO,2135,EMPRESARIO INDIVIDUAL,RUA SARANDI,203,99700060,CENTRO,ERECHIM,RS,BAIXADA,PRIVADO,"-27,6362117","-52,2808542",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
27190669000140,SIM,3/31/1981,PANIFICACAO REVELACAO LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA BARAO DE SALUSSE,715,26262020,MESQUITA,NOVA IGUACU,RJ,BAIXADA,PRIVADO,"-22,7947089","-43,4283376",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
18451898000180,SIM,9/4/1975,DEMETRIO NATAL DA SILVA,2135,EMPRESARIO INDIVIDUAL,RUA RAUL SOARES,20,38200000,CENTRO,FRUTAL,MG,BAIXADA,PRIVADO,"-20,0269503","-48,9388126",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
24252058000190,SIM,12/13/1988,ADRIANO VIEIRA DOS SANTOS,2135,EMPRESARIO INDIVIDUAL,RUA BENEDITO MELO,100,57500000,CENTRO,SANTANA DO IPANEMA,AL,BAIXADA,PRIVADO,"-9,3713482","-37,2424774",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
23864838000200,NÃƒO,10/12/1988,MERIDIONAL CARGAS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA SAMUEL LUCAS,,02162050,JARDIM JULIETA,SAO PAULO,SP,BAIXADA,PRIVADO,"-23,4916209","-46,5617744",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
19020221000150,SIM,11/7/1986,JOSE EVARISTO DA COSTA,4014,EMPRESA INDIVIDUAL IMOBILIARIA,AVENIDA HENRIQUETO CARDINALLE,326,37500189,VARGINHA,ITAJUBA,MG,BAIXADA,PRIVADO,"-22,4257393","-45,4472645",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
28150654000110,SIM,11/5/1982,VERMAR ARQUITETURA E ENGE PROJETOS E CONSTRUCOES LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA MARIA FREITAS,42,21351010,MADUREIRA,RIO DE JANEIRO,RJ,BAIXADA,PRIVADO,"-22,8759549","-43,3374077",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
25691643000150,SIM,2/28/1989,MICRO AUTO PECAS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,PRACA OSWALDO COSTA,320,37120000,,PARAGUACU,MG,BAIXADA,PRIVADO,"-21,5679739","-45,7142063",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
57326407000120,SIM,8/21/1990,ANTONIO JOSE DA SILVA,4014,EMPRESA INDIVIDUAL IMOBILIARIA,RUA EPITACIO PESSOA,746,19260000,CENTRO,MIRANTE DO PARANAPANEMA,SP,BAIXADA,PRIVADO,"-22,291213","-51,907611",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
60654415000100,SIM,6/1/1989,MERCEARIA ITAGUACU LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA ITABAPOAN,SN,12570000,ITAGUACU,APARECIDA,SP,BAIXADA,PRIVADO,"-22,8469774","-45,231637",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
19163914000100,SIM,5/4/1976,PREVENCAO CONTRA INCENDIO LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA JACUI,2299,31140650,RENASCENCA,BELO HORIZONTE,MG,BAIXADA,PRIVADO,"-19,8933434","-43,9364443",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
32160731000190,SIM,9/22/1988,SOR MERCEARIA E BAR LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA OLGA HERMONT,1144,26540150,CENTRO,NILOPOLIS,RJ,BAIXADA,PRIVADO,"-22,8092509","-43,4078409",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
26799551000150,SIM,4/16/1991,G R DE OLIVEIRA,2135,EMPRESARIO INDIVIDUAL,AVENIDA ALVES FERREIRA,SN,78630000,CENTRO,CAMPINAPOLIS,MT,BAIXADA,PRIVADO,"-14,50757","-52,8894453",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
53853388000130,SIM,9/28/1984,ORLANDO JOSE BERTO,2135,EMPRESARIO INDIVIDUAL,RUA GOVERNADOR PEDRO DE TOLEDO,1153,13400070,CENTRO,PIRACICABA,SP,BAIXADA,PRIVADO,"-22,727414","-47,6485509",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
66278540000140,SIM,7/2/1991,JOSE HUMBERTO DE OLIVEIRA,2135,EMPRESARIO INDIVIDUAL,AVENIDA VISCONDE DO RIO BRANCO,70,36660000,SAUDE,ALEM PARAIBA,MG,BAIXADA,PRIVADO,"-21,8719247","-42,6701173",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
29968013000130,SIM,2/22/1978,BAR BATANA LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,ESTRADA GUANDU DO SAPE,43,23090031,CAMPO GRANDE,RIO DE JANEIRO,RJ,BAIXADA,PRIVADO,"-22,8843101","-43,5624539",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
28687408000100,SIM,6/14/1985,J A DA ROCHA ARMARINHOS,2135,EMPRESARIO INDIVIDUAL,TRAVESSA MARIO DE ALMEIDA,12,27310100,CENTRO,BARRA MANSA,RJ,BAIXADA,PRIVADO,"-22,5431357","-44,1731579",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
18714568000130,SIM,7/16/1991,RENATO LUIZ DA SILVA,2135,EMPRESARIO INDIVIDUAL,RUA CORONEL BRITO FILHO,1013,37550000,FATIMA,POUSO ALEGRE,MG,BAIXADA,PRIVADO,"-22,225433","-45,9140822",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
51038883000160,SIM,9/13/1982,JULI S FASHION CONFECCAO COMERCIO E REPRESENTACOES LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA PADRE RAPOSO,332,03118000,MOOCA,SAO PAULO,SP,BAIXADA,PRIVADO,"-23,5591012","-46,5976628",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
51504546000110,SIM,8/15/1984,MAC ADMINISTRACAO ASSESSORIA E PLANEJAMENTO SC,2240,SOCIEDADE SIMPLES LIMITADA,RUA SALDANHA MARINHO,228,18760000,CENTRO,CERQUEIRA CESAR,SP,BAIXADA,PRIVADO,"-23,0354658","-49,1645618",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
61879391000150,SIM,5/21/1991,GERALDO ANTONIO KREVER,4014,EMPRESA INDIVIDUAL IMOBILIARIA,RUA NELSON ALVES DE OLIVEIRA,98,12225180,JARDIM PARAISO DO SOL,SAO JOSE DOS CAMPOS,SP,BAIXADA,PRIVADO,"-23,223701","-45,9009074",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
73680050000130,SIM,11/12/1993,TRANSPANGARE TRANSPORTES LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA BARAO DO RIO BRANCO,235,89295000,VILA NOVA,RIO NEGRINHO,SC,BAIXADA,PRIVADO,"-26,2434362","-49,5089395",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
78176179000120,SIM,9/25/1979,COMERCIO DE ROUPAS FEITAS GOLDEN STAR LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA DEZ HUGO SIMAS,163,83203540,CENTRO,PARANAGUA,PR,BAIXADA,PRIVADO,"-25,5165725","-48,5229975",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
69999381000160,SIM,1/7/1994,JOSE ACACIO BEZERRA,2135,EMPRESARIO INDIVIDUAL,PRACA ENOQUE BARBOSA ROMAO,365,57350000,CENTRO,CAMPO GRANDE,AL,BAIXADA,PRIVADO,"-10,233333","-36,5",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
51232221000630,NÃƒO,9/26/1996,ASSOCIACAO COMUNITARIA MONTE AZUL,3999,ASSOCIACAO PRIVADA,RUA VITALINA GRASSMAN,290,05801110,JARDIM MIRANTE,SAO PAULO,SP,BAIXADA,PRIVADO,"-23,6460953","-46,7352178",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
71532824000150,SIM,8/9/1993,CALIOPE REPRESENTACOES E ASSESSORIA LTDA,2240,SOCIEDADE SIMPLES LIMITADA,RUA MIRO VETORAZZO,1000,09820130,DEMARCHI,SAO BERNARDO DO CAMPO,SP,BAIXADA,PRIVADO,"-23,7347795","-46,560447",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
68792043000190,SIM,2/8/1993,PREMIER PRODUCOES LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA RODRIGUES ALVES,143,20081250,CENTRO,RIO DE JANEIRO,RJ,BAIXADA,PRIVADO,"-22,895271","-43,1849809",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
64630783000170,SIM,9/27/1990,CONFECCOES E CREACOES WOYAGE LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA LUIZ DE OLIVEIRA ARRUDA,837,13212390,JARDIM DO LAGO,JUNDIAI,SP,BAIXADA,PRIVADO,"-23,217766","-46,8637734",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
69251395000100,SIM,12/29/1992,LUIZ ANTONIO SARTI DOIS CORREGOS,2135,EMPRESARIO INDIVIDUAL,RUA CORONEL SIMOES,308,17300000,CENTRO,DOIS CORREGOS,SP,BAIXADA,PRIVADO,"-22,3672239","-48,3862053",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
40892275000100,SIM,5/6/1992,INCORPORADORA MORADA BELA LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA MAURICIO DE NASSAU,141,55293100,SANTO ANTONIO,GARANHUNS,PE,BAIXADA,PRIVADO,"-8,8917211","-36,4951553",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
63987895000110,SIM,7/31/1990,ISMENIA BERALDO DE PAIVA ME,2135,EMPRESARIO INDIVIDUAL,RUA SAO GERALDO,185,12955000,CENTRO,BOM JESUS DOS PERDOES,SP,BAIXADA,PRIVADO,"-23,1374672","-46,4644519",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
74481698000140,SIM,3/9/1994,MODAS LESMOA LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,PRACA JULIO PRESTES,29,01218020,CAMPOS ELISEOS,SAO PAULO,SP,BAIXADA,PRIVADO,"-23,5342298","-46,6414503",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
79868428000100,SIM,4/22/1987,PROMOCOES ARTISTICAS ELDORADO LTDA SC,2240,SOCIEDADE SIMPLES LIMITADA,RUA SAO PAULO,SN,87280000,CENTRO,IRETAMA,PR,BAIXADA,PRIVADO,"-24,4221784","-52,0991551",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
63044911000130,SIM,5/23/1990,CLAUDENICE ROVERE,2135,EMPRESARIO INDIVIDUAL,RUA GUILHERME MARCONI,319,09020270,VILA ASSUNCAO,SANTO ANDRE,SP,BAIXADA,PRIVADO,"-23,6675109","-46,5250739",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
72206501000130,SIM,5/6/1993,J B DE MORAIS,2135,EMPRESARIO INDIVIDUAL,RUA ANTONIO DRUMOND,1051,60325700,MONTE CASTELO,FORTALEZA,CE,BAIXADA,PRIVADO,"-3,7279513","-38,5552016",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
44792117000120,SIM,10/14/1980,IVO MONTEIRO VARGAS,2135,EMPRESARIO INDIVIDUAL,RUA TAUBATE,233,12420170,ALTO DO CARDOSO,PINDAMONHANGABA,SP,BAIXADA,PRIVADO,"-22,9424106","-45,4643845",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
32665150000100,SIM,5/30/1989,J E BAR RESTAURANTE LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,1A TRAVESSA TEODULO DE ALBUQUERQUE,7,41181250,CABULA VI,SALVADOR,BA,BAIXADA,PRIVADO,"-12,9541964","-38,4387523",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
33611500004530,NÃƒO,10/16/1989,GERDAU SA,2046,SOCIEDADE ANONIMA ABERTA,RUA CONCEICAO,150,09220510,UTINGA,SANTO ANDRE,SP,BAIXADA,PRIVADO,"-23,6262027","-46,5424119",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
48669113000100,SIM,4/14/1977,DIAMARCINDO ANTONIO,2135,EMPRESARIO INDIVIDUAL,RUA COM ALFAIA RODRIGUES,501,11015147,APARECIDA,SANTOS,SP,BAIXADA,PRIVADO,"-23,9752725","-46,3014799",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
36753077000180,SIM,7/11/1991,FABIOLA DOS SANTOS,2135,EMPRESARIO INDIVIDUAL,QUADRA 1,,72491010,GAMA,BRASILIA,DF,BAIXADA,PRIVADO,"-15,6732009","-48,2008092",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
32930406000160,SIM,4/27/1989,A M LIMA MERCEARIA,2135,EMPRESARIO INDIVIDUAL,QNO 16 CONJUNTO I,SN,72237100,CEILANDIA,BRASILIA,DF,BAIXADA,PRIVADO,"-15,801519","-47,860297",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
9823654000190,SIM,7/8/2008,ELEICAO 2008 LUIZ CARLOS SILVERIO VEREADOR,4090,CANDIDATO A CARGO POLITICO ELETIVO,RUA DOMINGOS ACORINTE,375,37800000,AGENOR DE LIMA,GUAXUPE,MG,BAIXADA,PRIVADO,"-21,2927011","-46,7093404",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
42095760000170,SIM,11/20/1992,MARIA JOSE DE SOUZA ESTRELA ME,2135,EMPRESARIO INDIVIDUAL,PRACA ESPERANCA,SN,42700000,ITINGA,LAURO DE FREITAS,BA,BAIXADA,PRIVADO,"-12,8820575","-38,3148204",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
49122740000190,SIM,3/14/1978,NOEMIA BERNARDES PACHECO LEITE,2135,EMPRESARIO INDIVIDUAL,RUA DOUTOR J MEIRELLES DA ROCHA,258,16600000,CENTRO,PIRAJUI,SP,BAIXADA,PRIVADO,"-21,9908826","-49,4572141",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
2269748000110,SIM,12/1/1997,ITAMOL ITA MOVEIS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA VINTE E TRES,194,89760000,CENTRO,ITA,SC,BAIXADA,PRIVADO,"-27,2772719","-52,3273018",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
58112913000180,SIM,11/4/1987,ECA CONSULTORIA E SISTEMAS LTDA ME SC,2240,SOCIEDADE SIMPLES LIMITADA,RUA CROATA,491,05056020,VILA IPOJUCA,SAO PAULO,SP,BAIXADA,PRIVADO,"-23,5326253","-46,7052832",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
4983888000180,SIM,11/16/1983,ANTONIO DOS SANTOS CARNEIRO,2135,EMPRESARIO INDIVIDUAL,PASSEIO SAO SEBASTIAO,174,66630505,BATISTA CAMPOS,BELEM,PA,BAIXADA,PRIVADO,"-1,4557549","-48,4901799",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
75260638000160,SIM,11/3/1971,PANOR PARANAENSE DE TRANSPORTES LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA COLOMBO,4384,87045000,VILA NOVA,MARINGA,PR,BAIXADA,PRIVADO,"-23,4149735","-51,9251394",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
4139566000150,SIM,10/27/2000,L R J CONSULTORIA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA RUI PORTO,108,05109180,CHACARA SAO JOAO,SAO PAULO,SP,BAIXADA,PRIVADO,"-23,5020453","-46,7589698",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
10149655000180,SIM,7/15/2008,ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR PE PTC,3999,ASSOCIACAO PRIVADA,RUA DUQUE DE CAXIAS,32,55200000,CENTRO,PESQUEIRA,PE,BAIXADA,PRIVADO,"-8,3574495","-36,6975639",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
15929327000110,SIM,7/5/2012,ELEICAO 2012 COMITE FINANCEIRO RN PARA VEREADOR PTB TENENTE LAURENTINO CRUZ,3999,ASSOCIACAO PRIVADA,AVENIDA FRANCISCO AMARAL,SN,59338000,CENTRO,TENENTE LAURENTINO CRUZ,RN,BAIXADA,PRIVADO,"-6,1478021","-36,7187311",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
13974953000100,SIM,7/20/2011,ROSENILDE DE ARAUJO BARROS MEI,2135,EMPRESARIO INDIVIDUAL,AVENIDA INDAIA OESTE,,75828000,CENTRO,CHAPADAO DO CEU,GO,ATIVA,PRIVADO,"-18,394909","-52,6653684",,AZUL,ALTA,NÃƒO,SIM,SIM
7197210000160,SIM,2/3/2005,M A F DA COSTA INSTITUTO DE ENSINO,2135,EMPRESARIO INDIVIDUAL,RUA 177,71,69098080,CIDADE NOVA III,MANAUS,AM,ATIVA,PRIVADO,"-3,0497066","-59,97462",,AMARELO,ALTA,NÃƒO,NÃƒO,NÃƒO
5509628000130,SIM,2/12/2003,ROMAO INDUSTRIA E COMERCIO DE CONFECCOES LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA JOAO SORONGO,23,60416000,JARDIM AMERICA,FORTALEZA,CE,ATIVA,PRIVADO,"-3,7538144","-38,5407158",1.0,LARANJA,ALTA,NÃƒO,NÃƒO,NÃƒO
680467000120,SIM,7/4/1995,M & P COMERCIO TELEMARKINT SERV DE COMUNICACOES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA XAVIER DE MAGALHAES,64,04844120,JARDIM MARACA,SAO PAULO,SP,ATIVA,PRIVADO,"-23,7469933","-46,6993241",,LARANJA,BAIXA,NÃƒO,NÃƒO,NÃƒO
