chave_fato,cod_ordem,cod_ramo,desc_ramo,chave_cnae
9390616000190,0,7020400,"ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA",70
16825787000160,0,8299799,OUTRAS ATIVIDADES DE SERVICOS PESSOAIS NAO ESPECIFICADAS ANTERIORMENTE,82
8264342000120,0,1412601,"CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA",14
10752975000120,0,4930202,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",49
7299924000180,0,4743100,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,47
8109356000170,0,3702900,"ATIVIDADES RELACIONADAS A ESGOTO, EXCETO A GESTAO DE REDES",37
8654564000150,0,0111302,CULTIVO DE MILHO,01
11509198000150,0,1822999,ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA ESCRITORIOS,18
9076053000160,0,7319099,OUTRAS ATIVIDADES DE PUBLICIDADE NAO ESPECIFICADAS ANTERIORMENTE,73
8937981000100,0,9499500,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,94
10351362000180,0,0113000,CULTIVO DE CANADEACUCAR,01
15862233000170,0,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,94
6341298000180,0,6491300,SOCIEDADES DE FOMENTO MERCANTIL  FACTORING,64
15970837000130,0,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,94
15996399000180,0,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,94
1785196000130,0,8550301,ADMINISTRACAO DE CAIXAS ESCOLARES,85
3808859000110,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
2528063000140,0,8112500,CONDOMINIOS PREDIAIS,81
12355372000110,0,5611201,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS,56
818576000160,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
15529261000170,0,4723700,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS,47
15535199000120,0,6462000,ALUGUEL DE IMOVEIS PROPRIOS,64
1527330002650,0,4930203,ARMAZENS GERAIS  EMISSAO DE WARRANT,49
29744778761120,0,9491000,ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS,94
14738689000160,0,4520002,"EXPLORACAO DE JOGOS DE SINUCA, BILHAR E SIMILARES",45
15167829000150,0,4722901,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,47
1489019000610,0,2051700,FABRICACAO DE DEFENSIVOS AGRICOLAS,20
65931909000290,0,6491300,SOCIEDADES DE FOMENTO MERCANTIL  FACTORING,64
2904918000190,0,4520007,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES,45
5162872000170,0,4713002,AGENTE DE PROPRIEDADE INDUSTRIAL,47
4975912000130,0,8640204,"SERVICOS DE DIAGNOSTICO POR IMAGEM COM USO DE RADIACAO IONIZANTE, EXCETO TOMOGRAFIA",86
93811644000140,0,4511101,"COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS NOVOS",45
6267134000150,0,4784900,COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP,47
8314976000140,0,0112199,CULTIVO DE OUTRAS FIBRAS DE LAVOURA TEMPORARIA NAO ESPECIFICADAS ANTERIORMENTE,01
3803494000130,0,9420100,ATIVIDADES DE ORGANIZACOES SINDICAIS,94
14444801000150,0,4744001,"COMERCIO VAREJISTA DE ARTIGOS DE CACA, PESCA E CAMPING",47
12315899000110,0,8299707,SALAS DE ACESSO A INTERNET,82
11401899000170,0,5229001,"SERVICOS DE APOIO AO TRANSPORTE POR TAXI, INCLUSIVE CENTRAIS DE CHAMADA",52
2472581000190,0,4754701,COMERCIO VAREJISTA DE MOVEIS,47
14483589000130,0,9602502,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA,96
14870016000160,0,4330404,APLICACAO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES,43
16498854000180,0,4729699,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
12040216000160,0,1412602,"CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS",14
71103196000350,0,4744005,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE,47
2635565000170,0,4619200,REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO,46
21574413000150,0,4661300,"COMERCIO ATACADISTA DE MAQUINAS, APARELHOS E EQUIPAMENTOS PARA USO AGROPECUARIO, PARTES E PECAS",46
86492675000110,0,4618401,OUTROS REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO ESPECIALIZADO EM PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,46
14871920000190,0,4520002,SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES,45
32733172000160,0,4753900,COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO,47
92578756000130,0,1813001,IMPRESSAO DE MATERIAL PARA OUTROS USOS,18
3441420000100,0,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,94
77949196000270,0,4755501,COMERCIO VAREJISTA DE TECIDOS,47
15682367000100,0,4789099,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,47
8993462000240,0,4729699,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,47
2160968000100,0,2330301,"FABRICACAO DE ESTRUTURAS PREMOLDADAS DE CONCRETO ARMADO, EM SERIE E SOB ENCOMENDA",23
12869929000130,0,4712100,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",47
4834007000160,0,8650004,ATIVIDADES DE FISIOTERAPIA,86
10719401000150,0,4530703,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES,45
13069792000100,0,4614100,"OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE",46
14173588000190,0,2330301,FABRICACAO DE ARTEFATOS DE CIMENTO PARA USO NA CONSTRUCAO,23
16564030000160,0,5611202,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS,56
10426480000100,0,1412601,"CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA",14
12813369000100,0,4711301,COMERCIO VAREJISTA DE CARNES  ACOUGUES,47
15617315000150,0,4712100,"COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO",47
97530904000160,0,1091101,COMERCIO VAREJISTA DE LATICINIOS E FRIOS,10
14384185000190,0,4399103,OBRAS DE ALVENARIA,43
14952354000140,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
33379330000350,0,9521500,REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO,95
2077222000480,0,4751200,COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA,47
2594613000120,0,4541205,COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS,45
5809295001480,0,7020400,ADMINISTRACAO DE CAIXAS ESCOLARES,70
87479937000170,0,4742300,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS,47
3448209000100,0,4110700,INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS,41
2451604000180,0,4330401,IMPERMEABILIZACAO EM OBRAS DE ENGENHARIA CIVIL,43
6627368000160,0,0162899,ATIVIDADES DE APOIO A PECUARIA NAO ESPECIFICADAS ANTERIORMENTE,01
3765657000480,0,9491000,ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS,94
12934152000140,0,4782201,COMERCIO VAREJISTA DE CALCADOS,47
55024475000100,0,4711301,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  HIPERMERCADOS",47
83031799000100,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
13303883000150,0,1412603,"FACCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS",14
6031126000100,0,4618499,OUTROS REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO ESPECIALIZADO EM PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,46
15326679000180,0,4752100,COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA,47
663416000190,0,8593700,ENSINO DE IDIOMAS,85
16943744000180,0,4530703,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES,45
16951058000150,0,6319400,"PORTAIS, PROVEDORES DE CONTEUDO E OUTROS SERVICOS DE INFORMACAO NA INTERNET",63
15343493000130,0,4772500,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
6199691000180,0,8219901,FOTOCOPIAS,82
7150564000150,0,9602501,"CABELEIREIROS, MANICURE E PEDICURE",96
13292374000170,0,4723700,COMERCIO VAREJISTA DE BEBIDAS,47
11895142000180,0,6821801,"ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA",68
83673616000150,0,4753900,COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE,47
11238504000160,0,4772500,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
7143397000110,0,4763601,COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM,47
3797243000190,0,2071100,"FABRICACAO DE TINTAS, VERNIZES, ESMALTES E LACAS",20
7390948000140,0,4723700,COMERCIO VAREJISTA DE BEBIDAS,47
95046660000110,0,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56
5075477000150,0,9329899,OUTRAS ATIVIDADES DE RECREACAO E LAZER NAO ESPECIFICADAS ANTERIORMENTE,93
15813897000140,0,4692300,ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE,46
5928629000110,0,5320202,SERVICOS DE ENTREGA RAPIDA,53
723401000170,0,4712100,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",47
30005284000170,0,4744005,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE,47
94708328000100,0,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,94
6283313000180,0,5510803,MOTEIS,55
4501161000110,0,4530703,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES,45
3794316000190,0,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56
13225090000160,0,4712100,COMERCIO VAREJISTA DE CARNES  ACOUGUES,47
5691708000150,0,4120400,CONSTRUCAO DE EDIFICIOS,41
5373673000100,0,4757100,"COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO, EXCETO INFORMATICA E COMUNICACAO",47
13186802000180,0,5611202,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS,56
1154237000270,0,8640206,ATIVIDADES DE SERVICOS DE COMPLEMENTACAO DIAGNOSTICA E TERAPEUTICA NAO ESPECIFICADAS ANTERIORMENTE,86
4125393000110,0,2539001,"SERVICOS DE USINAGEM, TORNEARIA E SOLDA",25
4817351000140,0,4744001,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS,47
14695371000140,0,4120400,CONSTRUCAO DE EDIFICIOS,41
54667761000120,0,4755501,COMERCIO VAREJISTA DE TECIDOS,47
84716471000190,0,9329804,EXPLORACAO DE JOGOS ELETRONICOS RECREATIVOS,93
7394828000110,0,4744005,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE,47
6866207000120,0,4755501,"COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO",47
13361822000140,0,7810800,FORNECIMENTO E GESTAO DE RECURSOS HUMANOS PARA TERCEIROS,78
10435062000180,0,1412601,"CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA",14
3745956000100,0,4755501,COMERCIO VAREJISTA DE TECIDOS,47
10875660000170,0,5611201,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56
12647242000150,0,4771701,"COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS",47
5122840000140,0,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,94
7455133000100,0,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,94
5393508000200,0,4623102,"COMERCIO ATACADISTA DE COUROS, LAS, PELES E OUTROS SUBPRODUTOS NAOCOMESTIVEIS DE ORIGEM ANIMAL",46
11640666000120,0,9602501,"CABELEIREIROS, MANICURE E PEDICURE",96
80897291000100,0,8112500,CONDOMINIOS PREDIAIS,81
65300725000140,0,4924800,"ORGANIZACAO DE EXCURSOES EM VEICULOS RODOVIARIOS PROPRIOS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",49
4550345000170,0,4789099,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,47
90400888135820,0,6422100,"BANCOS MULTIPLOS, COM CARTEIRA COMERCIAL",64
3010504000180,0,1359600,FABRICACAO DE OUTROS PRODUTOS TEXTEIS NAO ESPECIFICADOS ANTERIORMENTE,13
52609492000110,0,8130300,ATIVIDADES PAISAGISTICAS,81
13031077000170,0,2539002,SERVICOS DE TRATAMENTO E REVESTIMENTO EM METAIS,25
24369506000130,0,9521500,REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO,95
10871285000190,0,3329501,SERVICOS DE MONTAGEM DE MOVEIS DE QUALQUER MATERIAL,33
14115344000150,0,4712100,COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP,47
6267441000130,0,4744005,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE,47
11334269000120,0,9609206,SERVICOS DE TATUAGEM E COLOCACAO DE PIERCING,96
1998411000180,0,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56
10391475000100,0,4683400,"COMERCIO ATACADISTA DE DEFENSIVOS AGRICOLAS, ADUBOS, FERTILIZANTES E CORRETIVOS DO SOLO",46
4745769000190,0,9602501,"CABELEIREIROS, MANICURE E PEDICURE",96
14046884000120,0,4723700,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
8705925000140,0,9420100,ATIVIDADES DE ORGANIZACOES SINDICAIS,94
12304442000100,0,4744004,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,47
3468033000230,0,4530705,COMERCIO A VAREJO DE PNEUMATICOS E CAMARASDEAR,45
74149352000140,0,4530703,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES,45
12392892000100,0,4744099,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,47
10618339000100,0,4930202,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",49
13037257000160,0,4721103,COMERCIO VAREJISTA DE LATICINIOS E FRIOS,47
10276705000190,0,8610102,ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE EXAMES COMPLEMENTARES,86
13000626000140,0,2512800,FABRICACAO DE ESQUADRIAS DE METAL,25
13180232000110,0,3314707,MANUTENCAO E REPARACAO DE MAQUINAS E APARELHOS DE REFRIGERACAO E VENTILACAO PARA USO INDUSTRIAL E COMERCIAL,33
12141294000150,0,4321500,INSTALACAO E MANUTENCAO ELETRICA,43
13597931000160,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
11087610000190,0,6920601,ATIVIDADES DE CONTABILIDADE,69
13067057000150,0,7020400,"ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA",70
15699963000100,0,9602501,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA,96
9657718000200,0,0113000,CULTIVO DE CANADEACUCAR,01
15736210000110,0,1412601,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,14
14009215000340,0,0210101,CULTIVO DE EUCALIPTO,02
8098763000390,0,0131800,CULTIVO DE LARANJA,01
8253253001070,0,0113000,CULTIVO DE CANADEACUCAR,01
15258006000130,0,9602501,"CABELEIREIROS, MANICURE E PEDICURE",96
5731803000130,0,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,94
13304288000130,0,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56
30209985000120,0,4120400,CONSTRUCAO DE EDIFICIOS,41
12419949000100,0,4723700,COMERCIO VAREJISTA DE BEBIDAS,47
10731159000130,0,7490199,"OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE",74
2443747000220,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
94286598000170,0,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56
21555198000140,0,4755501,COMERCIO VAREJISTA DE TECIDOS,47
15724160000150,0,5320202,SERVICOS DE ENTREGA RAPIDA,53
7649207000130,0,4744099,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,47
12435453000120,0,9602501,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA,96
11882899000130,0,7911200,AGENCIAS DE VIAGENS,79
4162614000120,0,4744005,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE,47
8412342000120,0,0119906,CRIACAO DE BOVINOS PARA CORTE,01
12688295000110,0,4930201,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL",49
14135955000160,0,5611201,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56
15273852000120,0,4321500,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS,43
12968941000100,0,6821801,CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS,68
11067994000180,0,4520005,COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES,45
1702985000160,0,6399200,"AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS",63
14546803000150,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
15763353000110,0,4321500,INSTALACAO E MANUTENCAO ELETRICA,43
6929336000110,0,8219901,FOTOCOPIAS,82
12304400000170,0,4763603,"COMERCIO VAREJISTA DE BICICLETAS E TRICICLOS, PECAS E ACESSORIOS",47
93982387000100,0,1053800,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",10
13276745000120,0,8230001,"SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS",82
15344536000100,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
14580059000100,0,4721104,"COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES",47
14796102000170,0,4755502,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,47
15777785000180,0,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,94
15772862000100,0,4520002,COMERCIO A VAREJO DE PECAS E ACESSORIOS USADOS PARA VEICULOS AUTOMOTORES,45
15067056000130,0,3314711,"COMERCIO ATACADISTA DE MAQUINAS, APARELHOS E EQUIPAMENTOS PARA USO AGROPECUARIO, PARTES E PECAS",33
15070043000110,0,8211300,SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO,82
16733881000190,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
13974453000160,0,4713002,COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS,47
1961285000190,0,1412601,"CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA",14
1105719000150,0,0161001,ATIVIDADES DE APOIO A AGRICULTURA NAO ESPECIFICADAS ANTERIORMENTE,01
14413130000160,0,9602501,"CABELEIREIROS, MANICURE E PEDICURE",96
6196227000130,0,4789099,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,47
15391025000130,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
7358621000190,0,4712100,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",47
16970341000120,0,6911701,SERVICOS ADVOCATICIOS,69
11189509000140,0,4930201,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",49
14037425000180,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM,47
13310158000100,0,5611201,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS,56
10902191000130,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
12429513000100,0,5912001,"ATIVIDADES DE POSPRODUCAO CINEMATOGRAFICA, DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE",59
12161254000170,0,5819100,"EDICAO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRAFICOS",58
71027692000100,0,6810202,ALUGUEL DE IMOVEIS PROPRIOS,68
15381137000100,0,4614100,CONSULTORIA EM TECNOLOGIA DA INFORMACAO,46
9366249000190,0,8513900,ENSINO FUNDAMENTAL,85
49756836000100,0,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56
20332748000280,0,6399200,"AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS",63
5871403000120,0,1813099,IMPRESSAO DE MATERIAL PARA OUTROS USOS,18
7457113000160,0,8112500,CONDOMINIOS PREDIAIS,81
15865767000150,0,4763602,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
15870732000100,0,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,94
10444534000160,0,8112500,CONDOMINIOS PREDIAIS,81
8439030000100,0,4744004,"COMERCIO VAREJISTA DE CAL, AREIA, PEDRA BRITADA, TIJOLOS E TELHAS",47
8524911000120,0,0210101,CULTIVO DE EUCALIPTO,02
8806157000110,0,8211300,SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO,82
9180273000130,0,0111302,CRIACAO DE BOVINOS PARA CORTE,01
7426965000190,0,4712100,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",47
8769760000170,0,7020400,"ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA",70
9443609000100,0,8112500,CONDOMINIOS PREDIAIS,81
7634596000120,0,4921301,TRANSPORTE ESCOLAR,49
15843090000150,0,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,94
11630785000100,0,0151201,CRIACAO DE BOVINOS PARA CORTE,01
6325408000110,0,2511000,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS,25
13964935000130,0,1629301,"FABRICACAO DE ARTEFATOS DIVERSOS DE MADEIRA, EXCETO MOVEIS",16
13888596000150,0,4712100,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",47
6259564000120,0,4774100,COMERCIO VAREJISTA DE ARTIGOS DE OPTICA,47
11210852000120,0,4723700,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS,47
398129000280,0,4753900,COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA,47
777622000120,0,1053800,FABRICACAO DE SORVETES E OUTROS GELADOS COMESTIVEIS,10
15829744000190,0,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,94
497178000190,0,4743100,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,47
1686022000110,0,4929901,"ORGANIZACAO DE EXCURSOES EM VEICULOS RODOVIARIOS PROPRIOS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",49
240897000120,0,4633801,"COMERCIO ATACADISTA DE FRUTAS, VERDURAS, RAIZES, TUBERCULOS, HORTALICAS E LEGUMES FRESCOS",46
5762611000190,0,4929902,LOCACAO DE AUTOMOVEIS SEM CONDUTOR,49
13971079000140,0,4541205,COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS,45
78228640000140,0,4120400,CONSTRUCAO DE EDIFICIOS,41
14740482000120,0,9602501,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA,96
15400426000100,0,4772500,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA,47
12254932000140,0,0111302,CULTIVO DE FEIJAO,01
52251956000160,0,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,94
13234831000170,0,1340501,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,13
1192642000100,0,4921301,"TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, MUNICIPAL",49
5425450000140,0,1521100,"FABRICACAO DE ARTIGOS PARA VIAGEM, BOLSAS E SEMELHANTES DE QUALQUER MATERIAL",15
13901059000100,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM,47
