sk_tempo,data,mes,ano
9/29/1976,9/29/1976,,
9/27/2011,9/27/2011,,
10/04/2011,10/04/2011,abr,2011
11/09/2011,11/09/2011,set,2011
5/14/1990,5/14/1990,,
04/09/1976,04/09/1976,set,1976
03/02/2001,03/02/2001,fev,2001
10/01/1986,10/01/1986,jan,1986
6/24/1983,6/24/1983,,
04/10/1990,04/10/1990,out,1990
1/23/1979,1/23/1979,,
12/14/1988,12/14/1988,,
5/31/1982,5/31/1982,,
9/30/1988,9/30/1988,,
2/19/1990,2/19/1990,,
3/22/1989,3/22/1989,,
8/15/1984,8/15/1984,,
4/13/1987,4/13/1987,,
06/05/1985,06/05/1985,mai,1985
4/16/1993,4/16/1993,,
1/16/1975,1/16/1975,,
11/04/1993,11/04/1993,abr,1993
5/14/1991,5/14/1991,,
4/22/1991,4/22/1991,,
02/07/1994,02/07/1994,jul,1994
02/05/1991,02/05/1991,mai,1991
11/03/1992,11/03/1992,mar,1992
8/23/1977,8/23/1977,,
7/31/1980,7/31/1980,,
03/11/1980,03/11/1980,nov,1980
10/09/1990,10/09/1990,set,1990
09/05/1990,09/05/1990,mai,1990
5/29/1990,5/29/1990,,
02/01/1990,02/01/1990,jan,1990
10/14/1983,10/14/1983,,
11/24/1992,11/24/1992,,
11/17/1995,11/17/1995,,
4/16/1993,4/16/1993,,
12/27/1988,12/27/1988,,
11/24/1987,11/24/1987,,
4/23/1980,4/23/1980,,
10/30/1978,10/30/1978,,
03/05/1987,03/05/1987,mai,1987
7/24/1978,7/24/1978,,
12/22/1988,12/22/1988,,
03/11/1988,03/11/1988,nov,1988
7/28/1987,7/28/1987,,
1/14/1977,1/14/1977,,
10/28/1983,10/28/1983,,
10/31/1997,10/31/1997,,
9/29/1986,9/29/1986,,
05/12/1983,05/12/1983,dez,1983
04/12/1979,04/12/1979,dez,1979
05/02/2000,05/02/2000,fev,2000
8/23/1990,8/23/1990,,
01/05/1988,01/05/1988,mai,1988
10/20/1997,10/20/1997,,
10/17/1990,10/17/1990,,
9/17/1999,9/17/1999,,
7/20/1999,7/20/1999,,
9/30/1966,9/30/1966,,
12/14/1988,12/14/1988,,
07/11/2006,07/11/2006,nov,2006
10/31/1986,10/31/1986,,
7/26/2011,7/26/2011,,
12/10/2004,12/10/2004,out,2004
10/06/2011,10/06/2011,jun,2011
10/16/2012,10/16/2012,,
1/29/1998,1/29/1998,,
6/16/2010,6/16/2010,,
09/05/1995,09/05/1995,mai,1995
9/18/1997,9/18/1997,,
2/19/2009,2/19/2009,,
7/27/2007,7/27/2007,,
05/10/2001,05/10/2001,out,2001
06/08/2011,06/08/2011,ago,2011
11/23/2010,11/23/2010,,
05/03/2010,05/03/2010,mar,2010
06/09/2009,06/09/2009,set,2009
07/07/2009,07/07/2009,jul,2009
07/05/2012,07/05/2012,mai,2012
2/25/2011,2/25/2011,,
07/05/2012,07/05/2012,mai,2012
07/05/2012,07/05/2012,mai,2012
12/06/2010,12/06/2010,jun,2010
12/28/2005,12/28/2005,,
6/22/2010,6/22/2010,,
1/17/2006,1/17/2006,,
2/27/2007,2/27/2007,,
12/08/2006,12/08/2006,ago,2006
12/16/2006,12/16/2006,,
10/13/2009,10/13/2009,,
4/24/2007,4/24/2007,,
07/03/2012,07/03/2012,mar,2012
6/29/2011,6/29/2011,,
07/03/2012,07/03/2012,mar,2012
11/18/1981,11/18/1981,,
6/21/2000,6/21/2000,,
6/28/2011,6/28/2011,,
7/18/2011,7/18/2011,,
6/30/1998,6/30/1998,,
8/27/1997,8/27/1997,,
03/01/2006,03/01/2006,jan,2006
07/01/2011,07/01/2011,jan,2011
07/07/2005,07/07/2005,jul,2005
1/22/1971,1/22/1971,,
10/25/2007,10/25/2007,,
7/20/2011,7/20/2011,,
10/03/2011,10/03/2011,mar,2011
12/07/2011,12/07/2011,jul,2011
10/04/2011,10/04/2011,abr,2011
12/07/2011,12/07/2011,jul,2011
4/13/2010,4/13/2010,,
07/05/2012,07/05/2012,mai,2012
7/14/2011,7/14/2011,,
9/21/2011,9/21/2011,,
12/23/1999,12/23/1999,,
12/04/1998,12/04/1998,abr,1998
12/28/1994,12/28/1994,,
04/07/2011,04/07/2011,jul,2011
11/27/2006,11/27/2006,,
8/13/2012,8/13/2012,,
7/27/2006,7/27/2006,,
2/16/2000,2/16/2000,,
2/23/1994,2/23/1994,,
7/19/2001,7/19/2001,,
01/05/2012,01/05/2012,mai,2012
6/30/2011,6/30/2011,,
2/19/1997,2/19/1997,,
9/14/2012,9/14/2012,,
06/06/2012,06/06/2012,jun,2012
08/09/2010,08/09/2010,set,2010
7/25/2008,7/25/2008,,
5/16/2003,5/16/2003,,
3/20/1998,3/20/1998,,
9/27/1999,9/27/1999,,
10/27/2009,10/27/2009,,
10/22/2010,10/22/2010,,
12/06/2006,12/06/2006,jun,2006
8/17/1998,8/17/1998,,
4/15/1987,4/15/1987,,
06/01/2005,06/01/2005,jan,2005
08/05/2011,08/05/2011,mai,2011
10/18/2011,10/18/2011,,
10/18/2011,10/18/2011,,
7/15/2004,7/15/2004,,
7/16/2012,7/16/2012,,
10/24/2008,10/24/2008,,
05/02/1989,05/02/1989,fev,1989
6/28/2012,6/28/2012,,
11/08/2004,11/08/2004,ago,2004
10/23/1998,10/23/1998,,
07/08/1993,07/08/1993,ago,1993
02/11/2009,02/11/2009,nov,2009
1/20/1992,1/20/1992,,
5/31/2006,5/31/2006,,
7/20/2012,7/20/2012,,
3/22/1993,3/22/1993,,
08/09/2011,08/09/2011,set,2011
06/07/1988,06/07/1988,jul,1988
8/27/2003,8/27/2003,,
4/21/2012,4/21/2012,,
11/22/2001,11/22/2001,,
8/16/2000,8/16/2000,,
03/08/2010,03/08/2010,ago,2010
06/12/2012,06/12/2012,dez,2012
7/13/1995,7/13/1995,,
3/18/2009,3/18/2009,,
3/22/1995,3/22/1995,,
07/02/1997,07/02/1997,fev,1997
01/08/2007,01/08/2007,ago,2007
7/14/2004,7/14/2004,,
09/10/1986,09/10/1986,out,1986
7/22/2004,7/22/2004,,
6/29/1979,6/29/1979,,
12/02/1986,12/02/1986,fev,1986
08/05/1977,08/05/1977,mai,1977
11/25/1994,11/25/1994,,
08/07/1984,08/07/1984,jul,1984
07/03/2008,07/03/2008,mar,2008
5/28/1997,5/28/1997,,
07/11/2011,07/11/2011,nov,2011
04/03/2012,04/03/2012,mar,2012
10/15/2010,10/15/2010,,
11/03/2004,11/03/2004,mar,2004
10/21/2010,10/21/2010,,
6/17/2010,6/17/2010,,
11/29/1991,11/29/1991,,
2/18/1977,2/18/1977,,
02/06/1979,02/06/1979,jun,1979
5/19/2009,5/19/2009,,
05/11/2005,05/11/2005,nov,2005
1/28/1993,1/28/1993,,
6/24/2004,6/24/2004,,
12/11/1991,12/11/1991,nov,1991
10/09/2000,10/09/2000,set,2000
11/13/2006,11/13/2006,,
08/01/2012,08/01/2012,jan,2012
2/20/2001,2/20/2001,,
11/08/2006,11/08/2006,ago,2006
4/25/2005,4/25/2005,,
8/28/2008,8/28/2008,,
10/27/1993,10/27/1993,,
04/12/2010,04/12/2010,dez,2010
11/18/2010,11/18/2010,,
4/15/2011,4/15/2011,,
1/13/2011,1/13/2011,,
07/04/2002,07/04/2002,abr,2002
3/19/1999,3/19/1999,,
2/28/2012,2/28/2012,,
10/03/2012,10/03/2012,mar,2012
8/26/1997,8/26/1997,,
7/30/1996,7/30/1996,,
02/08/1995,02/08/1995,ago,1995
11/30/2011,11/30/2011,,
5/23/1997,5/23/1997,,
3/24/1997,3/24/1997,,
10/21/1994,10/21/1994,,
04/01/1994,04/01/1994,jan,1994
7/30/1997,7/30/1997,,
09/02/1999,09/02/1999,fev,1999
8/22/2011,8/22/2011,,
01/04/2001,01/04/2001,abr,2001
04/05/1983,04/05/1983,mai,1983
01/05/2011,01/05/2011,mai,2011
5/24/2010,5/24/2010,,
3/21/1989,3/21/1989,,
4/27/2007,4/27/2007,,
8/24/1999,8/24/1999,,
4/20/2011,4/20/2011,,
11/04/2009,11/04/2009,abr,2009
10/26/2010,10/26/2010,,
9/18/2007,9/18/2007,,
8/18/2008,8/18/2008,,
3/23/1995,3/23/1995,,
12/01/1987,12/01/1987,jan,1987
1/23/2011,1/23/2011,,
3/28/1972,3/28/1972,,
07/03/1997,07/03/1997,mar,1997
8/23/1989,8/23/1989,,
12/27/1996,12/27/1996,,
04/01/1997,04/01/1997,jan,1997
08/03/1982,08/03/1982,mar,1982
11/12/1986,11/12/1986,dez,1986
09/04/2012,09/04/2012,abr,2012
9/18/2003,9/18/2003,,
9/22/2011,9/22/2011,,
1/14/2002,1/14/2002,,
03/01/1994,03/01/1994,jan,1994
07/04/2006,07/04/2006,abr,2006
8/16/2010,8/16/2010,,
12/03/2008,12/03/2008,mar,2008
10/13/2004,10/13/2004,,
2/13/1980,2/13/1980,,
1/28/2011,1/28/2011,,
10/29/1987,10/29/1987,,
07/01/2010,07/01/2010,jan,2010
1/14/2002,1/14/2002,,
7/16/1996,7/16/1996,,
08/12/2003,08/12/2003,dez,2003
6/25/2002,6/25/2002,,
3/21/2003,3/21/2003,,
03/01/2005,03/01/2005,jan,2005
4/23/2004,4/23/2004,,
10/20/2003,10/20/2003,,
05/02/2000,05/02/2000,fev,2000
08/04/1981,08/04/1981,abr,1981
6/14/1985,6/14/1985,,
01/11/1983,01/11/1983,nov,1983
02/01/1979,02/01/1979,jan,1979
07/09/2002,07/09/2002,set,2002
9/28/2001,9/28/2001,,
11/27/1997,11/27/1997,,
12/02/2011,12/02/2011,fev,2011
07/12/1979,07/12/1979,dez,1979
8/13/2009,8/13/2009,,
08/11/1997,08/11/1997,nov,1997
12/04/1978,12/04/1978,abr,1978
10/21/1992,10/21/1992,,
7/21/1980,7/21/1980,,
04/08/1986,04/08/1986,ago,1986
04/09/1984,04/09/1984,set,1984
10/16/1990,10/16/1990,,
2/28/1979,2/28/1979,,
2/20/1992,2/20/1992,,
04/07/1978,04/07/1978,jul,1978
08/03/1983,08/03/1983,mar,1983
8/21/1967,8/21/1967,,
10/11/1982,10/11/1982,nov,1982
12/11/1979,12/11/1979,nov,1979
12/05/1991,12/05/1991,mai,1991
4/27/1989,4/27/1989,,
6/13/1990,6/13/1990,,
6/18/1987,6/18/1987,,
08/02/1988,08/02/1988,fev,1988
09/09/1986,09/09/1986,set,1986
12/13/1982,12/13/1982,,
10/26/2006,10/26/2006,,
12/11/2000,12/11/2000,nov,2000
3/25/2011,3/25/2011,,
9/13/1991,9/13/1991,,
01/09/1979,01/09/1979,set,1979
5/24/2012,5/24/2012,,
7/17/1990,7/17/1990,,
10/18/1996,10/18/1996,,
03/12/1997,03/12/1997,dez,1997
5/23/2006,5/23/2006,,
08/05/2011,08/05/2011,mai,2011
6/14/2012,6/14/2012,,
5/18/2012,5/18/2012,,
6/19/2012,6/19/2012,,
6/19/2012,6/19/2012,,
06/08/2010,06/08/2010,ago,2010
3/13/2009,3/13/2009,,
03/07/2007,03/07/2007,jul,2007
11/14/2008,11/14/2008,,
06/06/2005,06/06/2005,jun,2005
8/28/2007,8/28/2007,,
10/09/1998,10/09/1998,set,1998
9/23/1977,9/23/1977,,
07/05/2005,07/05/2005,mai,2005
7/26/1993,7/26/1993,,
9/17/2007,9/17/2007,,
5/28/2004,5/28/2004,,
6/21/2012,6/21/2012,,
8/24/2011,8/24/2011,,
09/03/2010,09/03/2010,mar,2010
01/06/1975,01/06/1975,jun,1975
4/26/1974,4/26/1974,,
6/21/2004,6/21/2004,,
7/31/2001,7/31/2001,,
06/01/1971,06/01/1971,jan,1971
11/30/1988,11/30/1988,,
7/16/2010,7/16/2010,,
1/17/2001,1/17/2001,,
3/22/1985,3/22/1985,,
6/25/1997,6/25/1997,,
5/22/2000,5/22/2000,,
4/13/1993,4/13/1993,,
03/07/1977,03/07/1977,jul,1977
9/28/2012,9/28/2012,,
1/26/2012,1/26/2012,,
12/09/2010,12/09/2010,set,2010
03/03/2011,03/03/2011,mar,2011
07/02/1998,07/02/1998,fev,1998
6/23/2008,6/23/2008,,
4/27/2012,4/27/2012,,
6/25/2012,6/25/2012,,
4/27/2010,4/27/2010,,
2/16/2012,2/16/2012,,
6/29/2010,6/29/2010,,
7/20/1984,7/20/1984,,
4/18/1985,4/18/1985,,
10/05/1987,10/05/1987,mai,1987
10/26/1978,10/26/1978,,
11/05/1985,11/05/1985,mai,1985
7/13/1988,7/13/1988,,
1/20/1987,1/20/1987,,
2/25/1977,2/25/1977,,
02/09/1993,02/09/1993,set,1993
01/03/2001,01/03/2001,mar,2001
09/01/1992,09/01/1992,jan,1992
06/02/1987,06/02/1987,fev,1987
4/15/1986,4/15/1986,,
3/20/1986,3/20/1986,,
2/24/1994,2/24/1994,,
10/19/1992,10/19/1992,,
6/13/1991,6/13/1991,,
7/14/1993,7/14/1993,,
2/13/1981,2/13/1981,,
5/22/1981,5/22/1981,,
4/13/1977,4/13/1977,,
11/09/1990,11/09/1990,set,1990
09/02/1986,09/02/1986,fev,1986
9/23/1966,9/23/1966,,
09/01/1992,09/01/1992,jan,1992
07/07/1970,07/07/1970,jul,1970
07/08/2008,07/08/2008,ago,2008
5/23/1996,5/23/1996,,
11/09/1999,11/09/1999,set,1999
7/28/2004,7/28/2004,,
2/15/1989,2/15/1989,,
8/24/1989,8/24/1989,,
11/13/1997,11/13/1997,,
5/26/1998,5/26/1998,,
5/14/2004,5/14/2004,,
07/07/2011,07/07/2011,jul,2011
09/09/2010,09/09/2010,set,2010
8/17/2001,8/17/2001,,
02/12/2007,02/12/2007,dez,2007
03/05/2012,03/05/2012,mai,2012
9/27/2012,9/27/2012,,
10/10/2012,10/10/2012,out,2012
07/01/2011,07/01/2011,jan,2011
03/04/2012,03/04/2012,abr,2012
12/09/1997,12/09/1997,set,1997
10/19/2010,10/19/2010,,
02/03/2011,02/03/2011,mar,2011
8/26/2011,8/26/2011,,
03/05/2010,03/05/2010,mai,2010
4/17/2010,4/17/2010,,
5/31/2010,5/31/2010,,
10/17/2008,10/17/2008,,
12/11/2007,12/11/2007,nov,2007
07/05/2012,07/05/2012,mai,2012
11/23/2006,11/23/2006,,
07/05/2012,07/05/2012,mai,2012
1/13/2011,1/13/2011,,
06/01/1998,06/01/1998,jan,1998
4/13/2012,4/13/2012,,
3/24/2011,3/24/2011,,
12/10/2010,12/10/2010,out,2010
04/06/2006,04/06/2006,jun,2006
11/26/2004,11/26/2004,,
5/14/2012,5/14/2012,,
8/19/1975,8/19/1975,,
12/19/2007,12/19/2007,,
07/03/2006,07/03/2006,mar,2006
09/03/2004,09/03/2004,mar,2004
06/07/2011,06/07/2011,jul,2011
6/16/2010,6/16/2010,,
06/11/2007,06/11/2007,nov,2007
06/09/1999,06/09/1999,set,1999
07/03/2012,07/03/2012,mar,2012
11/17/2011,11/17/2011,,
8/29/2002,8/29/2002,,
5/25/2000,5/25/2000,,
08/12/1999,08/12/1999,dez,1999
07/08/2004,07/08/2004,ago,2004
5/17/1999,5/17/1999,,
02/08/2002,02/08/2002,ago,2002
05/12/1992,05/12/1992,dez,1992
8/16/1994,8/16/1994,,
12/08/1998,12/08/1998,ago,1998
04/08/1996,04/08/1996,ago,1996
11/24/2011,11/24/2011,,
3/14/2008,3/14/2008,,
7/13/1994,7/13/1994,,
3/30/2000,3/30/2000,,
5/24/2006,5/24/2006,,
11/25/2004,11/25/2004,,
02/03/1977,02/03/1977,mar,1977
06/04/1981,06/04/1981,abr,1981
05/11/2010,05/11/2010,nov,2010
4/28/2004,4/28/2004,,
03/08/2010,03/08/2010,ago,2010
5/25/2011,5/25/2011,,
07/05/2012,07/05/2012,mai,2012
07/05/2012,07/05/2012,mai,2012
10/14/2010,10/14/2010,,
02/10/2009,02/10/2009,out,2009
2/13/2001,2/13/2001,,
04/10/1990,04/10/1990,out,1990
09/10/2012,09/10/2012,out,2012
10/21/2005,10/21/2005,,
9/17/1997,9/17/1997,,
09/06/2010,09/06/2010,jun,2010
9/16/2003,9/16/2003,,
04/11/2011,04/11/2011,nov,2011
12/08/2011,12/08/2011,ago,2011
6/21/2011,6/21/2011,,
12/10/2011,12/10/2011,out,2011
7/14/1999,7/14/1999,,
10/20/2011,10/20/2011,,
10/21/2010,10/21/2010,,
10/15/2010,10/15/2010,,
4/20/2012,4/20/2012,,
5/28/2008,5/28/2008,,
10/21/2011,10/21/2011,,
4/16/2008,4/16/2008,,
10/20/2011,10/20/2011,,
12/28/2000,12/28/2000,,
12/20/2011,12/20/2011,,
07/11/1989,07/11/1989,nov,1989
10/07/1986,10/07/1986,jul,1986
4/20/1983,4/20/1983,,
02/05/2002,02/05/2002,mai,2002
8/14/1969,8/14/1969,,
07/09/1990,07/09/1990,set,1990
07/10/2012,07/10/2012,out,2012
7/19/1991,7/19/1991,,
08/08/2011,08/08/2011,ago,2011
10/02/2001,10/02/2001,fev,2001
11/23/2010,11/23/2010,,
9/18/2000,9/18/2000,,
01/12/1983,01/12/1983,dez,1983
2/14/2001,2/14/2001,,
01/05/1979,01/05/1979,mai,1979
12/07/2001,12/07/2001,jul,2001
12/02/1977,12/02/1977,fev,1977
12/17/2003,12/17/2003,,
1/27/1998,1/27/1998,,
5/19/2003,5/19/2003,,
1/31/2008,1/31/2008,,
05/10/1996,05/10/1996,out,1996
10/04/2011,10/04/2011,abr,2011
9/18/2009,9/18/2009,,
12/19/1995,12/19/1995,,
1/18/2001,1/18/2001,,
02/01/2012,02/01/2012,jan,2012
7/24/2012,7/24/2012,,
2/23/1999,2/23/1999,,
9/28/1995,9/28/1995,,
05/05/2006,05/05/2006,mai,2006
2/22/1995,2/22/1995,,
05/07/1979,05/07/1979,jul,1979
7/20/2004,7/20/2004,,
5/25/1998,5/25/1998,,
10/26/1993,10/26/1993,,
1/29/1990,1/29/1990,,
12/27/1977,12/27/1977,,
09/12/1988,09/12/1988,dez,1988
10/26/1992,10/26/1992,,
12/05/1994,12/05/1994,mai,1994
08/10/1994,08/10/1994,out,1994
12/01/2006,12/01/2006,jan,2006
12/22/1998,12/22/1998,,
7/13/2000,7/13/2000,,
07/10/2011,07/10/2011,out,2011
9/29/2000,9/29/2000,,
2/17/2012,2/17/2012,,
7/17/1992,7/17/1992,,
05/04/2010,05/04/2010,abr,2010
08/02/2010,08/02/2010,fev,2010
01/03/2008,01/03/2008,mar,2008
5/25/1990,5/25/1990,,
4/30/2003,4/30/2003,,
9/26/1990,9/26/1990,,
07/12/2008,07/12/2008,dez,2008
08/01/1994,08/01/1994,jan,1994
12/22/2009,12/22/2009,,
08/09/2012,08/09/2012,set,2012
11/22/2010,11/22/2010,,
11/05/2008,11/05/2008,mai,2008
1/28/2011,1/28/2011,,
6/29/2012,6/29/2012,,
6/28/2012,6/28/2012,,
6/29/2012,6/29/2012,,
02/08/2000,02/08/2000,ago,2000
11/09/2007,11/09/2007,set,2007
10/30/2009,10/30/2009,,
11/23/2010,11/23/2010,,
10/03/2012,10/03/2012,mar,2012
9/16/1997,9/16/1997,,
3/22/2012,3/22/2012,,
9/14/2004,9/14/2004,,
7/21/1983,7/21/1983,,
10/11/1995,10/11/1995,nov,1995
6/16/2010,6/16/2010,,
5/14/1999,5/14/1999,,
8/25/2010,8/25/2010,,
7/13/1998,7/13/1998,,
3/30/1987,3/30/1987,,
03/05/2007,03/05/2007,mai,2007
4/17/1996,4/17/1996,,
5/17/2010,5/17/2010,,
11/06/2009,11/06/2009,jun,2009
06/10/2003,06/10/2003,out,2003
09/04/2006,09/04/2006,abr,2006
1/31/2002,1/31/2002,,
4/15/2009,4/15/2009,,
3/17/2000,3/17/2000,,
12/11/1992,12/11/1992,nov,1992
12/11/2002,12/11/2002,nov,2002
05/09/2003,05/09/2003,set,2003
3/24/1987,3/24/1987,,
6/25/2001,6/25/2001,,
09/06/1979,09/06/1979,jun,1979
10/03/2012,10/03/2012,mar,2012
11/23/1982,11/23/1982,,
6/25/1990,6/25/1990,,
2/25/2010,2/25/2010,,
12/12/1991,12/12/1991,dez,1991
9/17/1981,9/17/1981,,
2/16/1995,2/16/1995,,
4/28/2009,4/28/2009,,
11/17/2000,11/17/2000,,
11/21/2006,11/21/2006,,
12/16/2010,12/16/2010,,
03/03/1999,03/03/1999,mar,1999
1/29/2002,1/29/2002,,
9/28/2005,9/28/2005,,
6/18/1985,6/18/1985,,
11/20/1986,11/20/1986,,
10/23/2008,10/23/2008,,
12/18/2000,12/18/2000,,
6/30/1997,6/30/1997,,
12/29/2010,12/29/2010,,
4/28/2003,4/28/2003,,
07/03/2008,07/03/2008,mar,2008
7/24/2003,7/24/2003,,
5/21/2012,5/21/2012,,
6/18/1998,6/18/1998,,
5/28/1982,5/28/1982,,
1/14/1982,1/14/1982,,
07/04/1972,07/04/1972,abr,1972
07/10/2008,07/10/2008,out,2008
09/01/2010,09/01/2010,jan,2010
07/09/2008,07/09/2008,set,2008
07/09/2008,07/09/2008,set,2008
07/09/2008,07/09/2008,set,2008
7/27/1982,7/27/1982,,
12/07/1982,12/07/1982,jul,1982
3/17/1987,3/17/1987,,
09/06/1989,09/06/1989,jun,1989
4/26/1983,4/26/1983,,
04/10/1989,04/10/1989,out,1989
1/21/1987,1/21/1987,,
7/17/1990,7/17/1990,,
5/19/1980,5/19/1980,,
9/19/1989,9/19/1989,,
02/04/1994,02/04/1994,abr,1994
12/28/1977,12/28/1977,,
1/23/1979,1/23/1979,,
4/15/1986,4/15/1986,,
5/28/1990,5/28/1990,,
2/24/1981,2/24/1981,,
8/19/1981,8/19/1981,,
3/29/1993,3/29/1993,,
10/12/1990,10/12/1990,dez,1990
08/04/1982,08/04/1982,abr,1982
7/22/1976,7/22/1976,,
11/29/1991,11/29/1991,,
7/19/1993,7/19/1993,,
06/07/1982,06/07/1982,jul,1982
7/16/1981,7/16/1981,,
7/20/1992,7/20/1992,,
9/25/1969,9/25/1969,,
5/28/1987,5/28/1987,,
12/10/1980,12/10/1980,out,1980
06/06/1980,06/06/1980,jun,1980
7/27/1990,7/27/1990,,
10/12/1978,10/12/1978,dez,1978
01/08/1990,01/08/1990,ago,1990
03/01/1994,03/01/1994,jan,1994
10/02/1997,10/02/1997,fev,1997
4/23/2012,4/23/2012,,
4/23/2012,4/23/2012,,
11/27/2009,11/27/2009,,
11/18/2011,11/18/2011,,
11/17/2011,11/17/2011,,
11/18/2010,11/18/2010,,
11/21/2011,11/21/2011,,
08/12/2011,08/12/2011,dez,2011
9/29/2010,9/29/2010,,
5/24/2005,5/24/2005,,
12/22/2009,12/22/2009,,
8/18/1981,8/18/1981,,
02/05/1999,02/05/1999,mai,1999
11/10/2005,11/10/2005,out,2005
12/14/2011,12/14/2011,,
01/03/2012,01/03/2012,mar,2012
1/15/2007,1/15/2007,,
3/26/2012,3/26/2012,,
12/29/2011,12/29/2011,,
02/05/1986,02/05/1986,mai,1986
12/07/2006,12/07/2006,jul,2006
8/31/1983,8/31/1983,,
03/06/1990,03/06/1990,jun,1990
12/14/1989,12/14/1989,,
8/27/2001,8/27/2001,,
5/15/2007,5/15/2007,,
5/31/2006,5/31/2006,,
05/07/2002,05/07/2002,jul,2002
06/04/2003,06/04/2003,abr,2003
11/19/1976,11/19/1976,,
7/26/1991,7/26/1991,,
6/18/2012,6/18/2012,,
03/08/2001,03/08/2001,ago,2001
2/22/1989,2/22/1989,,
11/19/2010,11/19/2010,,
6/21/2012,6/21/2012,,
04/06/2005,04/06/2005,jun,2005
9/23/2005,9/23/2005,,
05/06/2011,05/06/2011,jun,2011
11/24/2011,11/24/2011,,
11/24/2011,11/24/2011,,
6/20/1996,6/20/1996,,
9/23/2008,9/23/2008,,
3/20/2008,3/20/2008,,
01/11/2011,01/11/2011,nov,2011
7/19/2007,7/19/2007,,
12/21/2011,12/21/2011,,
1/26/2012,1/26/2012,,
11/08/2011,11/08/2011,ago,2011
11/07/2011,11/07/2011,jul,2011
9/15/2011,9/15/2011,,
5/28/2012,5/28/2012,,
04/02/2012,04/02/2012,fev,2012
06/11/2012,06/11/2012,nov,2012
06/02/1988,06/02/1988,fev,1988
2/15/1993,2/15/1993,,
11/09/1983,11/09/1983,set,1983
10/30/1969,10/30/1969,,
02/09/1979,02/09/1979,set,1979
06/02/1969,06/02/1969,fev,1969
8/14/1992,8/14/1992,,
2/25/1994,2/25/1994,,
3/15/1991,3/15/1991,,
12/05/1989,12/05/1989,mai,1989
02/09/1980,02/09/1980,set,1980
3/15/1991,3/15/1991,,
02/11/1981,02/11/1981,nov,1981
01/05/1978,01/05/1978,mai,1978
05/09/1977,05/09/1977,set,1977
06/06/1979,06/06/1979,jun,1979
04/08/1968,04/08/1968,ago,1968
02/08/1979,02/08/1979,ago,1979
2/24/1983,2/24/1983,,
1/27/1988,1/27/1988,,
9/28/1985,9/28/1985,,
10/29/1986,10/29/1986,,
10/31/1978,10/31/1978,,
06/02/1987,06/02/1987,fev,1987
3/29/1993,3/29/1993,,
11/27/1990,11/27/1990,,
1/29/1987,1/29/1987,,
10/26/1992,10/26/1992,,
06/04/1987,06/04/1987,abr,1987
06/11/1990,06/11/1990,nov,1990
8/17/1966,8/17/1966,,
08/01/1990,08/01/1990,jan,1990
6/23/1986,6/23/1986,,
9/20/1983,9/20/1983,,
08/08/2006,08/08/2006,ago,2006
06/03/2011,06/03/2011,mar,2011
1/20/1981,1/20/1981,,
10/17/2012,10/17/2012,,
09/12/2007,09/12/2007,dez,2007
10/03/1995,10/03/1995,mar,1995
2/20/2009,2/20/2009,,
10/04/2010,10/04/2010,abr,2010
9/15/2010,9/15/2010,,
4/16/2012,4/16/2012,,
4/24/2009,4/24/2009,,
07/05/2012,07/05/2012,mai,2012
07/05/2012,07/05/2012,mai,2012
07/05/2012,07/05/2012,mai,2012
11/07/2008,11/07/2008,jul,2008
3/14/2005,3/14/2005,,
06/01/2011,06/01/2011,jan,2011
7/20/2005,7/20/2005,,
6/25/2007,6/25/2007,,
11/23/2006,11/23/2006,,
12/27/2004,12/27/2004,,
10/04/2004,10/04/2004,abr,2004
02/08/2010,02/08/2010,ago,2010
10/26/2005,10/26/2005,,
5/29/2007,5/29/2007,,
03/12/2009,03/12/2009,dez,2009
11/23/2011,11/23/2011,,
07/09/2003,07/09/2003,set,2003
10/19/2010,10/19/2010,,
03/11/1996,03/11/1996,nov,1996
4/24/1997,4/24/1997,,
03/01/2012,03/01/2012,jan,2012
01/10/2002,01/10/2002,out,2002
4/23/2010,4/23/2010,,
10/01/1992,10/01/1992,jan,1992
4/13/1987,4/13/1987,,
06/03/2011,06/03/2011,mar,2011
07/05/2012,07/05/2012,mai,2012
07/05/2012,07/05/2012,mai,2012
8/27/2003,8/27/2003,,
11/10/2004,11/10/2004,out,2004
5/16/2012,5/16/2012,,
5/21/1990,5/21/1990,,
9/26/2007,9/26/2007,,
10/21/2008,10/21/2008,,
10/27/1975,10/27/1975,,
11/27/1985,11/27/1985,,
06/09/2011,06/09/2011,set,2011
03/09/1983,03/09/1983,set,1983
5/25/2011,5/25/2011,,
08/12/1981,08/12/1981,dez,1981
07/07/1986,07/07/1986,jul,1986
5/24/2010,5/24/2010,,
6/21/2005,6/21/2005,,
3/22/2010,3/22/2010,,
01/06/2011,01/06/2011,jun,2011
3/13/2002,3/13/2002,,
6/26/2009,6/26/2009,,
1/25/2005,1/25/2005,,
7/16/2012,7/16/2012,,
07/05/2012,07/05/2012,mai,2012
11/18/2002,11/18/2002,,
1/23/1980,1/23/1980,,
06/06/1989,06/06/1989,jun,1989
10/24/1988,10/24/1988,,
05/05/1988,05/05/1988,mai,1988
08/12/1998,08/12/1998,dez,1998
4/26/1984,4/26/1984,,
09/12/1991,09/12/1991,dez,1991
9/15/2009,9/15/2009,,
5/22/2007,5/22/2007,,
6/29/2004,6/29/2004,,
12/07/2009,12/07/2009,jul,2009
9/17/2001,9/17/2001,,
