cd_cnpj;fl_matriz;dt_abertura;nm_razao_social;cd_natureza_juridica;de_natureza_juridica;nm_logradouro;nu_logradouro;cd_cep;nm_bairro;nm_municipio;sg_uf;de_situacao;de_classif_natureza_juridica;vl_latitude;vl_longitude;vl_total_veiculos_antt;vl_total_veiculos_leves;vl_total_veiculos_pesados;fl_optante_simples;qt_filial;fl_optante_simei;de_saude_tributaria;de_nivel_atividade
34028300000000;0;6/22/2004;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS;2011;EMPRESA PUBLICA;RUA EMANCIPACAO;183;95778970;CENTRO;VALE REAL;RS;ATIVA;PUBLICO;-29,39665;-51,2549386;0;0;0;0;0;0;VERDE;ALTA
4044520000000;1;8/28/2000;WALKIRIA EFIGENIO VIEIRA DOS SANTOS ME;2135;EMPRESARIO INDIVIDUAL;RUA JOSE MENINO;21;6705462;PARQUE RINCAO;COTIA;SP;ATIVA;PRIVADO;-23,5986522;-46,8880999;0;0;0;1;0;0;AMARELO;MEDIA
15176000000000;1;03/12/2012;JOSELITA GOMES DA SILVA MEI;2135;EMPRESARIO INDIVIDUAL;RUA CIDADE DE BLUMENAU;116;45206575;AGUA BRANCA;JEQUIE;BA;ATIVA;PRIVADO;-13,856238;-40,0612464;0;0;0;1;0;1;AMARELO;MEDIA
10268500000000;1;7/25/2008;MG PRIME PIZZARIA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA CARLOS WEBER;349;5303000;VILA LEOPOLDINA;SAO PAULO;SP;ATIVA;PRIVADO;-23,5245529;-46,733262;0;0;0;1;2;0;VERDE;ALTA
13794400000000;1;6/13/2011;IVANILSON NUNES DANTAS MEI;2135;EMPRESARIO INDIVIDUAL;TRAVESSA SEGUNDA VALENCA;14;42700000;VILA MAR;LAURO DE FREITAS;BA;ATIVA;PRIVADO;-12,8820575;-38,3148204;0;0;0;1;0;1;AZUL;ALTA
16384100000000;1;6/22/2012;PADOVANI & CUNHA TRANSPORTES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA FERDINANDO PANATTONI;400;13060090;JARDIM PAULICEIA;CAMPINAS;SP;ATIVA;PRIVADO;-22,9177248;-47,1049179;0;0;0;0;0;0;AZUL;MEDIA
5975840000000;1;11/03/2003;ESTORIL CONSTRUCENTER MATERIAIS DE CONSTRUCAO E DECORACAO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA VISCONDE DO RIO GRANDE;1568;96790000;CENTRO;BARRA DO RIBEIRO;RS;ATIVA;PRIVADO;-30,3005603;-51,3047264;0;1;1;1;0;0;AZUL;MEDIA
8171330000000;1;5/31/2006;ASSOCIACAO COMUNITARIA DE COMUNICACAO E CULTURA MONSENHOR MANOEL PEREZ DESCANPS DE OCAUCU SP;3999;ASSOCIACAO PRIVADA;RUA NELSON TEIXEIRA DA SILVA;44;17540000;LIMA E SILVA;OCAUCU;SP;ATIVA;PRIVADO;-22,4405968;-49,9208703;0;0;0;0;0;0;AMARELO;MEDIA
2147890000000;0;10/19/2001;CLAUDIA DA SILVA ME;2135;EMPRESARIO INDIVIDUAL;RUA ERNESTO DORNELES;132;96495971;VILA CRM;CANDIOTA;RS;ATIVA;PRIVADO;-31,5520478;-53,6778151;0;0;0;0;0;0;VERDE;MEDIA
11588200000000;1;2/23/2010;GILMAR RIBEIRO COSTA MEI;2135;EMPRESARIO INDIVIDUAL;RUA VICENZA;72;2244080;VILA DOM PEDRO II;SAO PAULO;SP;BAIXADA;PRIVADO;-23,4884871;-46,6036931;0;0;0;0;0;0;AMARELO;INATIVA
14498900000000;1;03/04/2011;SILVA E CLER ASSESSORIA CONSULTORIA E AUDITORIA CONTABIL LTDA;2240;SOCIEDADE SIMPLES LIMITADA;RUA MARIA ROSA BOREL;16;36976000;CENTRO;ALTO JEQUITIBA;MG;ATIVA;PRIVADO;-20,4267378;-41,9644965;0;0;0;0;0;0;AZUL;ALTA
15401300000000;1;04/05/2012;PATRICIA FERNANDA MASSAINE MOULATLET ME;2135;EMPRESARIO INDIVIDUAL;RUA CORONEL CRESCENCIO;469;18400140;CENTRO;ITAPEVA;SP;ATIVA;PRIVADO;-23,9892828;-48,8753546;0;0;0;1;0;0;AZUL;ALTA
14760900000000;1;02/09/1981;ASSOCIACAO CULTURAL CASA DITALIA;3999;ASSOCIACAO PRIVADA;AVENIDA SETE DE SETEMBRO;1238;40080001;CAMPO GRANDE;SALVADOR;BA;ATIVA;PRIVADO;-12,9859113;-38,5202329;0;0;0;0;0;0;VERDE;ALTA
12896300000000;1;11/20/2010;KATIA CILENE CORREA AMARAL MEI;2135;EMPRESARIO INDIVIDUAL;RUA ANGELICA;2003;68030300;AEROPORTO VELHO;SANTAREM;PA;ATIVA;PRIVADO;-2,4447878;-54,7242531;0;0;0;1;0;1;AMARELO;MEDIA
16478300000000;1;7/15/2012;CRISTIANE LUCIA DA SILVA MEI;2135;EMPRESARIO INDIVIDUAL;RUA IPADU;90;22713460;JACAREPAGUA;RIO DE JANEIRO;RJ;ATIVA;PRIVADO;-22,9250383;-43,3911784;0;0;0;1;0;1;VERDE;MEDIA
5999330000000;1;10/22/2003;ESCOLA DE ARTES MARCIAIS DA VITORIA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA SETE DE SETEMBRO;2604;40080001;VITORIA;SALVADOR;BA;ATIVA;PRIVADO;-12,9959291;-38,5273527;0;0;0;0;0;0;AMARELO;ALTA
12153600000000;1;6/28/2010;RODRIGO NASCIMENTO DANTAS EPP;2135;EMPRESARIO INDIVIDUAL;RUA PRINCESA ISABEL;523;59025400;CIDADE ALTA;NATAL;RN;ATIVA;PRIVADO;-5,7848484;-35,2051291;0;0;0;1;0;0;AZUL;MEDIA
2075410000000;1;8/27/1997;A M DOS SANTOS VIANA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA ESTRELA DO MAR;2231;59090400;PONTA NEGRA;NATAL;RN;ATIVA;PRIVADO;-5,8811703;-35,179243;0;0;0;0;0;0;LARANJA;MEDIA
14463200000000;1;10/15/2011;NORBERTO BICUDO MEI;2135;EMPRESARIO INDIVIDUAL;RUA JOAO RIBEIRO PEIXOTO;156;4942050;JARDIM NAKAMURA;SAO PAULO;SP;ATIVA;PRIVADO;-23,6965337;-46,7754919;0;0;0;1;0;1;AMARELO;MEDIA
6326460000000;1;6/16/2004;PATRIMONIAL JM GUSMAO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;FAZENDA DA CONCEICAO;SN;48280000;IMBASSAI GRANDE;MATA DE SAO JOAO;BA;ATIVA;PRIVADO;-12,5305534;-38,2996608;0;0;0;0;0;0;AZUL;MEDIA
12192200000000;1;07/01/2010;A C VARSONE REPRESENTACOES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DOUTOR ARTUR DE ASSIS;16;11045540;BOQUEIRAO;SANTOS;SP;ATIVA;PRIVADO;-23,9709376;-46,3252682;0;0;0;0;0;0;AZUL;MEDIA
14511500000000;1;10/25/2011;CLARA MARIA XAVIER PLACIDO MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA WASHIGTON LUIS;541;18520000;CENTRO;CERQUILHO;SP;ATIVA;PRIVADO;-23,1693776;-47,7420055;0;0;0;1;0;1;VERDE;MEDIA
8133270000000;0;6/29/2006;VILLA Z CONFECCOES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA JOAO WALLIG;1800;91340000;PASSO DA AREIA;PORTO ALEGRE;RS;ATIVA;PRIVADO;-30,0253358;-51,1622291;0;0;0;1;0;0;VERDE;MEDIA
16493300000000;1;7/16/2012;SIRLEY MARIA DE PAULA MEI;2135;EMPRESARIO INDIVIDUAL;RUA 1;B;74354290;SETOR GARAVELO B;GOIANIA;GO;BAIXADA;PRIVADO;-16,6106656;-49,3246264;0;0;0;1;0;1;AMARELO;INATIVA
45211900000000;0;04/01/1977;CONGREGACAO DOS OBLATOS DE CRISTO SACERDOTE;3069;FUNDACAO PRIVADA;AVENIDA CORONEL MANOEL A D CASTRO;15;12130000;0;LAGOINHA;SP;ATIVA;PRIVADO;-23,0897768;-45,1899243;0;0;0;0;0;0;AMARELO;MEDIA
1583920000000;0;1/22/1997;AGUIMAIR MODESTO RODRIGUES;4014;EMPRESA INDIVIDUAL IMOBILIARIA;RUA ROBSON M DE OLIVEIRA;140;79500000;CENTRO;PARANAIBA;MS;ATIVA;PRIVADO;-19,6632959;-51,1813647;0;0;0;0;0;0;AMARELO;MEDIA
54963400000000;1;9/28/1985;J G MARCENARIA E DECORACOES LTDA ME;2240;SOCIEDADE SIMPLES LIMITADA;RUA CELSO LAGAR;99;5374040;JARDIM ESTER YOLANDA;SAO PAULO;SP;ATIVA;PRIVADO;-23,5793563;-46,7578539;0;0;0;1;0;0;AZUL;MEDIA
3969550000000;0;06/07/2011;EVIDENCIA FASHION LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DOUTOR ARLINDO LUZ;77A;37460000;CENTRO;PASSA QUATRO;MG;ATIVA;PRIVADO;-22,3885279;-44,9661059;0;0;0;0;0;0;VERDE;MEDIA
3041980000000;1;3/18/1999;SATOSHI HIRATA ME;2135;EMPRESARIO INDIVIDUAL;RUA MANUEL LEMES DA SILVA;518;8122140;JARDIM DAS OLIVEIRAS;SAO PAULO;SP;ATIVA;PRIVADO;-23,4947819;-46,3800029;0;1;0;1;0;0;AZUL;MEDIA
81408800000000;1;9/21/1989;BRASKUGLER COMERCIAL DE AUTOMOTIVOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA JOSE GOMES DE MELLO;106;81580170;UBERABA;CURITIBA;PR;ATIVA;PRIVADO;-25,4957835;-49,2242131;0;0;0;1;0;0;AZUL;MEDIA
91682000000000;1;8/17/1987;INES BETTIO AREND ME;2135;EMPRESARIO INDIVIDUAL;RUA THEOBALDO KAEFFER;31;95940000;CENTRO;ARROIO DO MEIO;RS;ATIVA;PRIVADO;-29,399288;-51,9494772;0;1;0;1;0;0;VERDE;ALTA
20067200000000;0;4/29/1983;JORGE GOMES DE MATOS ME;2135;EMPRESARIO INDIVIDUAL;RUA AFONSO PENA;469;34300000;0;RIO ACIMA;MG;ATIVA;PRIVADO;-20,0867619;-43,7931173;0;0;0;0;0;0;AMARELO;MEDIA
10700000000000;1;03/05/2009;ALBERIONE CORDEIRO DE CARVALHO ME;2135;EMPRESARIO INDIVIDUAL;RUA ANTONIO ANDRADE;SN;29980000;SAO JOAO DO SOBRADO;PINHEIROS;ES;ATIVA;PRIVADO;-18,4123002;-40,2145111;0;0;0;0;0;0;AZUL;ALTA
87733300000000;0;4/28/1975;TECIDOS BRAUN SA;2054;SOCIEDADE ANONIMA FECHADA;RUA GAL OSORIO;789;98200000;0;IBIRUBA;RS;ATIVA;PRIVADO;-28,6307548;-53,1011936;0;0;0;0;0;0;AMARELO;MEDIA
26853200000000;1;05/10/1991;TRR ANGORA TRANSPORTES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA F;SN;79580000;VILA RICA;INOCENCIA;MS;ATIVA;PRIVADO;-19,7294674;-51,9287315;0;0;0;0;0;0;AZUL;MEDIA
77678500000000;1;9/26/1983;ATOL AGRIMENSURA E TOPOGRAFIA LTDA;2240;SOCIEDADE SIMPLES LIMITADA;RUA ALZIRA DE ARAUJO SOUZA;300;83326140;CJTO AQUILA;PINHAIS;PR;ATIVA;PRIVADO;-25,4048289;-49,1865695;0;1;0;0;0;0;AZUL;MEDIA
13148900000000;1;1/24/2011;ANTONIO CARLOS SANTOS ALMEIDA MEI;2135;EMPRESARIO INDIVIDUAL;RUA LOPES TROVAO;278;40435000;MASSARANDUBA;SALVADOR;BA;ATIVA;PRIVADO;-12,9288842;-38,4956998;0;0;0;1;0;1;AMARELO;MEDIA
9262460000000;1;11/12/2007;VIRNA MILHOMEM MORAES ZANIN ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA NOVE DE JULHO;3893;1406000;JARDIM PAULISTA;SAO PAULO;SP;ATIVA;PRIVADO;-23,5724677;-46,6645554;0;0;0;0;0;0;AZUL;MEDIA
11702900000000;1;03/09/2010;LEONARDO DE AZEVEDO RODRIGUES E CIA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA GERALDO GOMES DE SOUZA;632;14403205;PARQUE CASTELO;FRANCA;SP;ATIVA;PRIVADO;-20,5559755;-47,395377;0;0;0;1;0;0;AMARELO;BAIXA
10869700000000;1;06/03/2009;LINE TELEINFORMATICA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA GABRIEL BUDNY;715;88813672;VILA RICA;CRICIUMA;SC;ATIVA;PRIVADO;-28,6727702;-49,3733771;0;2;0;1;0;0;AZUL;MEDIA
14391000000000;1;08/01/2011;CASA DE ORACAO PETENCOSTAL DOS AFASTADOS;3220;ORGANIZACAO RELIGIOSA;QNM QUADRA 6 CONJUNTO D;SN;72215010;CEILANDIA;BRASILIA;DF;ATIVA;PRIVADO;-15,801519;-47,860297;0;0;0;0;0;0;AMARELO;ALTA
15689400000000;1;05/04/2012;BELLATERRA FLORESTAS PLANTADAS E PECUARIA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA TRINTA DE JULHO;656;13465500;CENTRO;AMERICANA;SP;ATIVA;PRIVADO;-22,738901;-47,3351191;0;0;0;0;0;0;VERDE;ALTA
15687900000000;1;06/12/2012;MARIA ALDENIRA DIAS DE SOUSA MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA BERNADO SAYAO;615;77690000;CENTRO;ARAGUACEMA;TO;ATIVA;PRIVADO;0;0;0;0;0;1;0;1;AMARELO;MEDIA
15688000000000;1;06/12/2012;AUREA MARIA RODRIGUES FERREIRA MEI;2135;EMPRESARIO INDIVIDUAL;RUA IRLANDA;65;45994719;WULISSES GUIMARAES;TEIXEIRA DE FREITAS;BA;ATIVA;PRIVADO;-17,5325634;-39,7694799;0;0;0;1;0;1;VERDE;ALTA
4173250000000;1;11/28/2000;OPHICINA SERIGRAFICA CATANDUVA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PETROPOLIS;13;15806010;SAO FRANCISCO;CATANDUVA;SP;ATIVA;PRIVADO;-21,1353017;-48,9673345;0;0;0;0;0;0;AZUL;MEDIA
12212400000000;1;07/12/2010;OSVALDO AVILA DA SILVA;2135;EMPRESARIO INDIVIDUAL;RODOVIA SC 401;15257;88052000;VARGEM PEQUENA;FLORIANOPOLIS;SC;ATIVA;PRIVADO;-27,4662782;-48,4639859;0;0;0;1;0;0;AZUL;MEDIA
73653700000000;1;11/08/1993;C E F MATEUS ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ARARANGUA;473;81230090;CAMPO COMPRIDO;CURITIBA;PR;ATIVA;PRIVADO;-25,4650566;-49,3429729;0;0;0;0;0;0;LARANJA;BAIXA
772969000000;1;8/16/1995;DIRCEU ULIANA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA JATOBA;968;78520000;CENTRO;GUARANTA DO NORTE;MT;ATIVA;PRIVADO;-9,950898;-54,9072861;0;0;0;0;0;0;LARANJA;MEDIA
986635000000;1;12/08/1995;CACHORRARIA PAULISTA COMERCIO LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA JOSE MARIA WHITAKER;1232;4057000;PLANALTO PAULISTA;SAO PAULO;SP;BAIXADA;PRIVADO;-23,6109689;-46,6453637;0;1;0;0;0;0;0;INATIVA
793262000000;1;8/31/1995;LATICINIOS TREVISOL LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;LINHA DERRUBADA ALTA;0;89930000;INTERIOR;SAO JOSE DO CEDRO;SC;BAIXADA;PRIVADO;-26,4554731;-53,4994236;0;0;0;0;0;0;0;INATIVA
114482000000;1;7/15/1994;SUPER FIBRAS INDUSTRIA E COMERCIO DE ARTEFATOS FIBERGLA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DRLUIZ AMARTINS;76;4781000;VILA FRIBURGO;SAO PAULO;SP;BAIXADA;PRIVADO;-23,6873118;-46,7028342;0;0;0;0;0;0;0;INATIVA
401699000000;1;1/24/1995;JATI PNEUS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RODOVIA PADRE;98;55820000;BAIRRO NOBRE;LAGOA DO CARRO;PE;BAIXADA;PRIVADO;-7,844924;-35,2654168;0;0;0;0;0;0;0;INATIVA
8779110000000;1;4/17/2007;ENIO DUARTE CUSTODIO ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA PROTASIO ALVES;4066;91310000;PETROPOLIS;PORTO ALEGRE;RS;BAIXADA;PRIVADO;-30,040348;-51,1706841;0;0;0;0;0;0;0;INATIVA
6349230000000;1;6/17/2004;TREE TECNOLOGIA DA INFORMACAO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DANTE FUGA;155;8561100;CENTRO;POA;SP;BAIXADA;PRIVADO;-23,5267142;-46,3376782;0;0;0;0;0;0;0;INATIVA
5326710000000;1;10/07/2002;MIRANDA & FARIAS ARTES EM META LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA FRANCISCO PAULI;2176;89290000;CRUZEIRO;SAO BENTO DO SUL;SC;BAIXADA;PRIVADO;-26,2253426;-49,4176605;0;0;0;0;0;0;0;INATIVA
5051820000000;1;04/12/2002;SOUSA E GUERRA ADVOCACIA E CONSULTORIA ME SC;2240;SOCIEDADE SIMPLES LIMITADA;RUA DOUTOR HEITOR GUEDES DE MELO;8;45400000;CENTRO;VALENCA;BA;BAIXADA;PRIVADO;-13,3708767;-39,072909;0;0;0;0;0;0;0;INATIVA
10521900000000;0;02/11/2010;SCALE ADMINISTRACAO E PARTICIPACAO LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;ESTRADA MONTE ALTO A APARECIDA DE MONTE ALTO;0;15910000;ZONA RURAL;MONTE ALTO;SP;ATIVA;PRIVADO;-21,2654139;-48,4976456;0;0;0;0;0;0;VERDE;MEDIA
7997330000000;0;5/18/2006;FRANCISCO FERRAZ MARTINS;4120;PRODUTOR RURAL PESSOA FISICA;FAZENDA SANTO ANTONIO DA BOA VISTA;SN;17490000;BOA VISTA;PIRATININGA;SP;BAIXADA;PRIVADO;-22,4166027;-49,1372431;0;0;0;0;0;0;0;INATIVA
15789000000000;1;6/27/2012;LEANNY SANTOS BARROS MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA IPANEMA;475;45936000;GAZZINELANDIA;MUCURI;BA;ATIVA;PRIVADO;-18,0000604;-39,8670028;0;0;0;1;0;1;VERDE;ALTA
11971700000000;0;10/27/2010;DR 5 SERVICOS DE TELEMARKETING LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA TREZE DE MAIO;2704;79002356;VILA CIDADE;CAMPO GRANDE;MS;ATIVA;PRIVADO;-20,4611035;-54,6162355;0;0;0;0;0;0;VERMELHO;BAIXA
3126680000000;1;05/03/1999;T R G T MATERIAIS DE CONSTRUCAO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PEDRO VALERIO;220;25900415;VILA VITORIA;MAGE;RJ;BAIXADA;PRIVADO;-22,6601657;-43,0407545;0;0;0;0;0;0;0;INATIVA
12296500000000;1;7/14/2010;ASSOCIACAO GOIASES PARAPENTE CLUBE;3999;ASSOCIACAO PRIVADA;AVENIDA PAULO ALVES;873;76330000;CENTRO;JARAGUA;GO;ATIVA;PRIVADO;-15,7533695;-49,3336573;0;0;0;0;0;0;VERDE;ALTA
2062850000000;1;8/27/1997;JOSELIA MARIA DE ARAUJO MORAES ME;2135;EMPRESARIO INDIVIDUAL;RUA ADMINISTRADOR MANOEL ANGELO DE OLIVEIRA;374;58058200;MANGABEIRA;JOAO PESSOA;PB;BAIXADA;PRIVADO;-7,1684463;-34,8316004;0;0;0;0;0;0;0;INATIVA
12128200000000;1;06/10/2010;SANTO EXPEDITO REPRESENTACOES LTDA ME SS;2240;SOCIEDADE SIMPLES LIMITADA;RUA MARIA DA GLORIA ALMEIDA;5;68455676;VILA PERMANENTE;TUCURUI;PA;ATIVA;PRIVADO;-3,8388619;-49,683903;0;0;0;0;0;0;VERDE;ALTA
2316330000000;1;12/03/1997;PATRICK HEUSI BOEHM ME;2135;EMPRESARIO INDIVIDUAL;RODOVIA PR 506;202;83430000;SEDE;CAMPINA GRANDE DO SUL;PR;ATIVA;PRIVADO;-25,3043984;-49,0543163;0;0;0;0;0;0;AMARELO;MEDIA
2688630000000;1;5/29/1998;ASSOCIACAO COMUNITARIA RADIO BOAS NOVAS;3999;ASSOCIACAO PRIVADA;RUA SAO TOMAS DE AQUINO;18;59200000;CONJ CONEGO MONTE;SANTA CRUZ;RN;ATIVA;PRIVADO;-6,2286205;-36,0119207;0;0;0;0;0;0;AMARELO;ALTA
2631180000000;1;07/01/1998;J S CINE FOTO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA NATALINO JOAO BRESCANSIN;577;78890000;CENTRO;SORRISO;MT;BAIXADA;PRIVADO;-12,547735;-55,718092;0;0;0;0;0;0;0;INATIVA
3275640000000;1;6/30/1999;VIVIANE APARECIDA PLAZIDO ME;2135;EMPRESARIO INDIVIDUAL;RUA 13 DE DEZEMBRO;SN;89295000;CENTRO;RIO NEGRINHO;SC;ATIVA;PRIVADO;-26,2450234;-49,5193044;0;0;0;0;0;0;AMARELO;MEDIA
3864420000000;1;05/04/2000;FADISI BRASIL SERVICOS EMPRESARIAIS LTDA ME SS;2240;SOCIEDADE SIMPLES LIMITADA;RUA PARA;66;13820000;JARDIM FONTANELLA;JAGUARIUNA;SP;ATIVA;PRIVADO;-22,7006613;-46,9895792;0;0;0;0;0;0;VERDE;MEDIA
15463200000000;1;05/03/2012;TRANSPORTADORA E AGROPECUARIA BOM SUCESSO EIRELI;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;SITIO BOM SUCESSO;SN;35920000;ZONA RURAL;NOVA ERA;MG;ATIVA;PRIVADO;-19,7659667;-43,0354257;0;2;5;1;0;0;VERDE;ALTA
5950530000000;0;11/04/2003;O C DE SOUZA & CIA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA VITORIA REGIA;2557;76873490;SETOR 4;ARIQUEMES;RO;ATIVA;PRIVADO;-9,9082418;-63,0307634;0;0;0;0;0;0;VERDE;MEDIA
3595880000000;1;10/18/1999;VERA LUCIA D ROMANO INFORMATICA ME;2135;EMPRESARIO INDIVIDUAL;RUA HONORIO MAIA;664;3072000;MARANHAO;SAO PAULO;SP;ATIVA;PRIVADO;-23,5336972;-46,5561499;0;0;0;0;0;0;LARANJA;BAIXA
10975700000000;1;7/13/2009;CRISTAL BRILHO SERVICOS E MANUTENCAO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA RIO DO CEDRO;419;83322300;WEISSOPOLIS;PINHAIS;PR;ATIVA;PRIVADO;-25,4611378;-49,1836659;0;0;0;1;0;0;AZUL;MEDIA
202087000000;0;08/11/2008;ALINHAMENTO CARNEIRINHOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA CANDIDO DIAS;1721;35931011;LOANDA;JOAO MONLEVADE;MG;ATIVA;PRIVADO;-19,8335128;-43,1692201;0;0;0;1;0;0;VERDE;ALTA
11831500000000;1;4/19/2010;SEBASTIANA APARECIDA GONCALVES MEI;2135;EMPRESARIO INDIVIDUAL;RUA JULIO DE SOUZA GALVAO;741;18303160;VILA APARECIDA;CAPAO BONITO;SP;ATIVA;PRIVADO;-23,9799372;-48,3476438;0;0;0;1;0;1;AMARELO;BAIXA
12108400000000;1;6/18/2010;EDVARDE QUINELI FILHO;4120;PRODUTOR RURAL PESSOA FISICA;SITIO DOIS IRMAOS;SN;16240000;CORREGO DO AGRIAO;SANTOPOLIS DO AGUAPEI;SP;ATIVA;PRIVADO;-21,6380465;-50,5048436;0;0;0;0;0;0;AMARELO;MEDIA
12182900000000;1;07/06/2010;JOSICLECIO LIMA MEI;2135;EMPRESARIO INDIVIDUAL;RUA CAROLINA;30;7161210;CIDADE SOBERANA;GUARULHOS;SP;ATIVA;PRIVADO;-23,4040528;-46,4383353;0;0;0;1;0;1;AMARELO;MEDIA
9243140000000;1;12/03/2007;ASAF COMERCIO E IMPORTACAO EIRELI;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;RUA MOSENHOR OTAVIO DE CASTRO;810;60050150;FATIMA;FORTALEZA;CE;ATIVA;PRIVADO;-3,7498293;-38,5266638;0;0;1;0;0;0;AZUL;ALTA
15633300000000;1;05/10/2012;A & N ASSESSORIA EMPRESARIAL EIRELI;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;AVENIDA JOAO CORREA;111;93800014;CENTRO;SAPIRANGA;RS;ATIVA;PRIVADO;-29,633794;-51,000135;0;0;0;0;0;0;VERDE;MEDIA
15811200000000;1;06/08/2012;COMISSAO PROVISORIA MUNICIPAL DO PARTIDO SOCIALISTA BRASILEIRO DE WANDERLANDIA TO;3271;ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO;RUA JOAO SILVA;760;77860000;CENTRO;WANDERLANDIA;TO;ATIVA;PUBLICO;-6,8491509;-47,9641667;0;0;0;0;0;0;AMARELO;MEDIA
15636400000000;1;5/31/2012;ADRIANO FONSECA SARAIVA MEI;2135;EMPRESARIO INDIVIDUAL;PASSAGEM MARANATA;10B;66650180;COQUEIRO;BELEM;PA;ATIVA;PRIVADO;-1,3476674;-48,4368222;0;0;0;1;0;1;AMARELO;MEDIA
80648600000000;1;3/29/1988;LUSTRAMOVEIS ESTILO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA SAO BENTO CAM PARTICULAR;101;89290000;COLONIAL;SAO BENTO DO SUL;SC;ATIVA;PRIVADO;-26,2500365;-49,3835566;0;0;0;1;0;0;VERDE;MEDIA
6927790000000;1;8/17/2004;ZENI RIBAS ASSESSORIA IMOBILIARIA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA TIBAGI;576;80060110;CENTRO;CURITIBA;PR;ATIVA;PRIVADO;-25,4319382;-49,2630709;0;0;0;0;0;0;AMARELO;MEDIA
9193800000000;1;10/17/2007;SAARA INDUSTRIA DE PERECIVEIS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;CHACARA 3;0;72275560;CEILANDIA;BRASILIA;DF;ATIVA;PRIVADO;-15,801519;-47,860297;0;2;0;0;0;0;AZUL;ALTA
22061500000000;1;8/25/1986;EXTRACAO E COMERCIO DE AREIA COSTA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;FAZENDA VARZEA DO LOPES;SN;33350000;ZONA RURAL;SAO JOSE DA LAPA;MG;ATIVA;PRIVADO;-19,6975859;-43,9590497;0;1;0;0;1;0;LARANJA;ALTA
1120920000000;1;3/19/1996;M C COMERCIO DE METAIS EPP LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;ESTRADA DE SANTA ISABEL;5970;8599000;UNA;ITAQUAQUECETUBA;SP;ATIVA;PRIVADO;-23,4440881;-46,3247523;0;5;6;0;0;0;LARANJA;BAIXA
12877400000000;1;11/18/2010;JACKELINE CARVALHO DE SOUZA MEI;2135;EMPRESARIO INDIVIDUAL;RUA ADOLFO TORRICELLI;128;13207265;VILA VIANELO;JUNDIAI;SP;ATIVA;PRIVADO;-23,2005586;-46,8855898;0;0;0;1;0;1;AMARELO;MEDIA
